Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,IsMerge,MergeGroupSize
Classic Wood Products,CLASSIC WOOD PRODUCTS,Manufacturing,Millwork Manufacturing,321918,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Clayco,CLAYCO,Construction,Design-build / GC,2362,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Mechanical Contractor,,FALSE,1
Clayton Liberty Township Library,CLAYTON LIBERTY TOWNSHIP LIBRARY,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Clayton- Liberty Township Library'),,,FALSE,1
Clean Slate Services,CLEAN SLATE SERVICES,Commercial Services,Services (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cleanlites Recycling,CLEANLITES RECYCLING,Commercial Services,Recycling services,5621,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cleveland Cliffs,CLEVELAND CLIFFS,Manufacturing,Steel manufacturing,3311,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Clinton County OH,CLINTON COUNTY OH,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Clinton County OH'),,,TRUE,2
Clopay Building Products,CLOPAY BUILDING PRODUCTS,Manufacturing,Building products manufacturing,3219,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Cmc Steel Tennessee,CMC STEEL TENNESSEE,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Cmc Steel Tennessee'),,,FALSE,1
Cnj Food Dba Dos Bros Bearden,CNJ FOOD DBA DOS BROS BEARDEN,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cofers Chapel Free Will Baptist Church,COFERS CHAPEL FREE WILL BAPTIST CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Cofer'S Chapel Free Will Baptist Church'),,,FALSE,1
Cogo Ministries,COGO MINISTRIES,Non-Profit / Religious,Religious/nonprofit,8131,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Coi Brooks Hill Road 232,COI BROOKS HILL ROAD 232,Commercial Real Estate,Property/address entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cold Jet,COLD JET,Manufacturing,Dry Ice Blasting Equipment,333999,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,coldjet.com,FALSE,1
Colerain Township,COLERAIN TOWNSHIP,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Colerain Township'),,,FALSE,1
College of Biblical Studies,COLLEGE OF BIBLICAL STUDIES,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'College Of Biblical Studies'),,,FALSE,1
College of MT St Joseph,COLLEGE OF MT ST JOSEPH,University / College,,611,Rule-Based,,High,Matched education keyword; Deterministic keyword/pattern match (evidence: 'College Of Mt. St. Joseph'),,,FALSE,1
Colliers,COLLIERS,Commercial Real Estate,Property Management / Brokerage,5313,Entity Inference,,Medium,Matched known entity 'COLLIERS'; Known/recognized entity mapping (evidence: 'Colliers'),,,TRUE,7
Collins Bowling Centers,COLLINS BOWLING CENTERS,Commercial Real Estate,Property Ownership,531,Heuristic,,Low,Matched weak property-ownership signal; Weak-signal best guess (evidence: 'Collins Bowling Centers Inc C/O Haymaker Property Mgt'),,,FALSE,1
Colony Hardware,COLONY HARDWARE,Commercial Services,Construction/industrial distribution,4238,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Color Resolutions International,COLOR RESOLUTIONS INTERNATIONAL,Manufacturing,Colorants/chemicals,325,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Columbia Sussex,COLUMBIA SUSSEX,Commercial Services,Hospitality management,7211,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Columbus City Schools,COLUMBUS CITY SCHOOLS,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Columbus City Schools'),,,FALSE,1
Columbus Logistics Park West Building I,COLUMBUS LOGISTICS PARK WEST BUILDING I,Commercial Real Estate,Industrial property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Columbus Mckinnon,COLUMBUS MCKINNON,Manufacturing,Lifting/rigging equipment,3339,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Columbus Metropolitan Library,COLUMBUS METROPOLITAN LIBRARY,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Columbus Metropolitan Library'),,,FALSE,1
Comboni Mission,COMBONI MISSION,Non-Profit / Religious,Religious/nonprofit,8131,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Combs Builders,COMBS BUILDERS,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Combs Builders'),,,FALSE,1
Comcast,COMCAST,Commercial Services,Telecom,5173,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Comfort Systems USA Shoffner,COMFORT SYSTEMS USA SHOFFNER,Commercial Services,Mechanical services,2382,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Commercial Construction Group,COMMERCIAL CONSTRUCTION GROUP,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Commercial Construction Group'),,,FALSE,1
Commercial Investment Properties,COMMERCIAL INVESTMENT PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Commercial Investment Properties'),,,FALSE,1
Commercial and Investment Properties,COMMERCIAL AND INVESTMENT PROPERTIES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Commercial And Investment Properties'),,,FALSE,1
Commonwealth Credit Union,COMMONWEALTH CREDIT UNION,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Commonwealth Credit Union'),,,FALSE,1
Community Brands,COMMUNITY BRANDS,Commercial Services,Software/services,5112,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Community Builders,COMMUNITY BUILDERS,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'The Community Builders'),,,FALSE,1
Community Correctional Center,COMMUNITY CORRECTIONAL CENTER,Commercial Services,Corrections/public safety (unclear),9221,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Community Trust Bank,COMMUNITY TRUST BANK,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'Community Trust Bank'),,,FALSE,1
Compass Capital,COMPASS CAPITAL,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Compass Manufacturing International,COMPASS MANUFACTURING INTERNATIONAL,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Compass Manufacturing International'),,,FALSE,1
Computer Plus Repair,COMPUTER PLUS REPAIR,Commercial Services,IT repair,8112,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Concord Veterinary Hospital,CONCORD VETERINARY HOSPITAL,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Concord Veterinary Hospital'),,,FALSE,1
Conger Construction Group,CONGER CONSTRUCTION GROUP,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Conger Construction Group'),,,FALSE,1
Congregation Micah,CONGREGATION MICAH,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Conlan,CONLAN,Construction,Construction/GC,2362,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Mechanical Contractor,,FALSE,1
Connors Steak and Seafood,CONNORS STEAK AND SEAFOOD,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Constellium Bowling Green,CONSTELLIUM BOWLING GREEN,Manufacturing,Aluminum manufacturing,3313,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Construction Edge,CONSTRUCTION EDGE,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Construction Edge Inc'),,,FALSE,1
Construction Management Technology,CONSTRUCTION MANAGEMENT TECHNOLOGY,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Construction Management Technology'),,,FALSE,1
Contech Construction Products,CONTECH CONSTRUCTION PRODUCTS,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Contech Construction Products'),,,FALSE,1
Contegra Construction,CONTEGRA CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Contegra Construction'),,,FALSE,1
Continental Web Press,CONTINENTAL WEB PRESS,Manufacturing,Industrial printing presses,3332,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Control Works,CONTROL WORKS,Construction,Controls contractor/system integrator,2382,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Mechanical Contractor,,FALSE,1
Conviron,CONVIRON,Commercial Services,Environmental equipment,3334,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cooper Standard Automotive,COOPER STANDARD AUTOMOTIVE,Manufacturing,Automotive components,3363,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,FALSE,1
Coopers Steel Fabricators,COOPERS STEEL FABRICATORS,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Cooper'S Steel Fabricators'),,,FALSE,1
Core Construction,CORE CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Core Construction'),,,TRUE,2
Core Group,CORE GROUP,Commercial Services,Too ambiguous (multiple “CORE”),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Core Resources,CORE RESOURCES,Commercial Services,Too ambiguous (multiple “CORE”),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Core of Scottsville,CORE OF SCOTTSVILLE,Commercial Services,Too ambiguous (multiple “CORE”),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Corken Steel,CORKEN STEEL,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Corken Steel'),,,FALSE,1
Corken Steel Products,CORKEN STEEL PRODUCTS,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Corken Steel Products Company'),,,FALSE,1
Cornakokosing Construction,CORNAKOKOSING CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Corna/Kokosing Construction Co'),,,FALSE,1
Cornerstone Academy,CORNERSTONE ACADEMY,Private Schools (K–12),,611,Rule-Based,,High,Matched private school keyword; Deterministic keyword/pattern match (evidence: 'Cornerstone Academy'),,,FALSE,1
Cornerstone Baptist Temple,CORNERSTONE BAPTIST TEMPLE,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Cornerstone Baptist Temple'),,,FALSE,1
Cornerstone Companies,CORNERSTONE COMPANIES,Commercial Services,Services/property/contracting (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cornerstone II Northshore Specialty Eyecare,CORNERSTONE II NORTHSHORE SPECIALTY EYECARE,Healthcare / Senior Living,Eye care clinic,6213,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Cornerstone Lutheran Church,CORNERSTONE LUTHERAN CHURCH,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Cornerstone Lutheran Church'),,,TRUE,2
Cornerstone Services,CORNERSTONE SERVICES,Commercial Services,Services/property/contracting (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Corporate Square LP,CORPORATE SQUARE LP,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Corporate Square L.P. C/O Commercial And Investment Properties'),,,FALSE,1
Corporex Developemen and Constmanagement,CORPOREX DEVELOPEMEN AND CONSTMANAGEMENT,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Corporex Developemen & Const.Management'),,,FALSE,1
Corporex Development Services,CORPOREX DEVELOPMENT SERVICES,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Corporex Development Services'),,,FALSE,1
Corporex Mgmt and Leasing,CORPOREX MGMT AND LEASING,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Corporex Mgmt & Leasing'),,,FALSE,1
Corsicana,CORSICANA,Commercial Services,Manufacturing/real estate (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,FALSE,1
Cottingham Retirement Community,COTTINGHAM RETIREMENT COMMUNITY,Commercial Services,Senior living,6233,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Couchs Rv Nation,COUCHS RV NATION,Commercial Services,RV dealer,4412,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Countryside Ymca,COUNTRYSIDE YMCA,Commercial Services,YMCA nonprofit,8134,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Courtesy Acura,COURTESY ACURA,Commercial Services,Auto dealership,4411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,FALSE,1
Courts for Sports,COURTS FOR SPORTS,Commercial Services,Sports facility,7139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Courtyard By Marriott Cincinnati Midtownrookwood,COURTYARD BY MARRIOTT CINCINNATI MIDTOWNROOKWOOD,Commercial Services,Hotel,7211,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),Hospitality,,FALSE,1
Cousin Construction,COUSIN CONSTRUCTION,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Cousin Construction Co'),,,FALSE,1
Covedale Theater,COVEDALE THEATER,Commercial Services,Performing arts venue,7111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,FALSE,1
Covington Air Systems,COVINGTON AIR SYSTEMS,Construction,HVAC/mechanical contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,FALSE,1
Cp VI Llv,CP VI LLV,Commercial Real Estate,Property entity (coded),5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,FALSE,1
Cpiii Gp,CPIII GP,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Cpiii Gp C/O Commercial & Investment Properties Inc'),,,FALSE,1
