Customer Key,Customer Name,Address1,City,State,Zip,Project Revenue,Service Contract Revenue,T&M Revenue,Total Revenue
LV990462SERV_GP,ENGINEERS OF TOMORROW KY 2783,2419 S HWY 53 - REAR WAREHOUSE,LAGRANGE,KY,40031,$15000,,$1467,$16467
ENPROTECMECH_GP,ENPROTEC,4465 LIMABURG RD,Hebron,KY,41048,$1698,,,$1698
TN992179SERV_GP,ENRICHMENT FEDERAL CREDIT UNION,201 S. ILLINOIS AVE,OAK RIDGE,TN,37831,$347941,$7525,$5656,$361121
EAPMECH_GP,Environmental Air Products,3930 Virginia Ave,Cincinnati,OH,45227,$9688,,,$9688
CN991841SERV_GP,ENZO BUILDING & DESIGN,10020 INTERNATIONAL BLVD,Cincinnati,OH,45246,,,$13625,$13625
ENZOMECH_GP,"Enzo Building & Design, LLC",10020 INTERNATIONAL BLVD,Cincinnati,OH,45246,$1521487,,,$1521487
LX990379SERV_GP,ENZO BUILDING AND DESIGN,9702 STONESTREET RD,Louisville,KY,40272,$325045,,$1225,$326270
TN992178SERV_GP,EPHANT HOSPITALITY HOLIDAY INN,9134 EXECUTIVE PARK DR,KNOXVILLE,TN,37923,,,$11293,$11293
LX990437SERV_GP,EPHRAIM MCDOWELL HEATH INC,217 SOUTH THIRD STREET,DANVILLE,KY,40422,,,$1684,$1684
TN991696SERV_GP,EPISCOPAL SCHOOL OF KNOXVILLE,950 EPISCOPAL SCHOOL WAY,KNOXVILLE,TN,37932,,,$918,$918
NV00131SERV_GP,EPISCOPAL SCHOOL OF NASHVILLE,1310 ORDWAY PL,NASHVILLE,TN,37206,$24062,$17902,$98448,$140412
IN990360SERV_GP,EPSON AMERICA,2350 STAFFORD RD,Plainfield,IN,46168,,,$11154,$11154
WV990222SERV_GP,EQM GATHERING OPCO LLC,PO BOX 299,CANNONSBURG,PA,15317,,$50346,$8414,$58760
WV990299SERV_GP,EQT,625 LIBERTY AVE,PITTSBURG,PA,15222,,,$1322,$1322
CN990126SERV_GP,"EQUIPMENT DEPOT OHIO, INC.",SUITE 700 ACCOUNTS PAYABLE,WACO,TX,76710,,,$2290,$2290
WV990289SERV_GP,EQUITRANS MIDSTREAM,2200 ENERGY DR,CANONSBURG,PA,15317,$9133,,$10061,$19194
WV990131SERV_GP,EQUITRANS MIDSTREAM CORPORATION,FACILITIES,CANNONSBURG,PA,15317,$211056,$207172,$76040,$494268
WV990223SERV_GP,"EQUITRANS, LP",PO BOX 299,CANNOSBURG,PA,15317,,$33236,$72125,$105361
EQUITY GROUP 4MECH_GP,"EQUITY GROUP FOUR, LLC",4870 WALNUT WOODS LANE,Cincinnati,OH,45243,$71563,,,$71563
DY991035SERV_GP,EQUITY LLC,4653 TRUEMAN BLVD,HILLIARD,OH,43026,$19828,$592,$73785,$94205
IN990448SERV_GP,EQUIVIS NORA LLC,3500 DEPAUW BLVD,Indianapolis,IN,46268,,$5672,$5368,$11040
WV990297SERV_GP,ERIC PANNER,45 BNDLEWOOD PLACE,CONCORD,NC,28025,$9127,,,$9127
CN992200SERV_GP,ERM REAL ESTATE,2859 BOUDINOT AVE,Cincinnati,OH,45238,$16712,$21400,$40624,$78735
ESI CONSTRUCTORMECH_GP,ESI CONSTRUCTORS,950 WALTON RIDGE DRIVE,HARTLAND,WI,53029,$315067,,,$315067
TN992125SERV_GP,ESKOLA LLC,PO BOX 26367,KNOXVILLE,TN,37412,$6970,,$13997,$20967
TN992190SERV_GP,ESPACES KNOXVILLE,10 BURTON HILLS BLVD,NASHVILLE,TN,37215,,,$257,$257
LX990377SERV_GP,ESSITY OPERATIONS WAUSAU LLC - US31HA,PO BOX 2400,NEENAH,WI,54957-2400,$583451,$412272,$237372,$1233095
CN992130SERV_GP,ETHOS LABORATORIES,29 E 6TH STREET,Newport,KY,41071,$34307,$72914,$20573,$127794
DY991085SERV_GP,EUBEL BRADY & SUTTMAN,10100 INNOVATION DR,MIAMISBURG,OH,45342,,,$2423,$2423
DY991170SERV_GP,EUROPEAN WAX CENTERS,517 CENTENNIAL AVE,CRANFORD,NJ,07016,,,$1409,$1409
EUROSTAMPAMECH_GP,Eurostampa,1440 Seymour Ave,Cincinnati,OH,45237,$6787,,,$6787
CN992273SERV_GP,EV BISHOFF C/O PRINCETON HILL PROPERTIES LLC,33 N THIRD ST,Columbus,OH,43215,,$76461,$15555,$92016
DY991069SERV_GP,EVANS ENERGY,501 REICHELDERFER RD,CRIDERSVILLE,OH,45806,,,$2824,$2824
CN991595SERV_GP,EVANS ENERGY LLC,1785 S METRO PKWY,Centerville,OH,45459,$14774,,,$14774
DY991075SERV_GP,EVENFLO CO INC,1801 COMMERCE DR,PIQUA,OH,45356,$77296,,$12014,$89310
WV990256SERV_GP,EVEREST INFRASTRUCTURE PARTNERS,2 ALLEGHENY CENTER,Pittsburgh,PA,15212,$51925,,,$51925
EXCALIBUR DEVMECH_GP,EXCALIBUR DEVELOPMENT CORP,857 VANDYKE AVE,MT LOOKOUT,OH,45226,$249,,,$249
CN992313SERV_GP,EXCEL CLIPS INC,7299 CENTRAL PARK BLVD,Mason,OH,45040,,,$587,$587
IN990356SERV_GP,"EXCHANGE RIGHT NET LEASED PORTFOLIO 29, DST",1055 EAST COLORADO BLVD,PASADENA,CA,91106,$5691,,,$5691
TN992082SERV_GP,EXECUTIVE HOTEL MANAGEMENT DBA CROWNE PLAZA KNOXVILLE,401 WEST SUMMIT HILL DR,KNOXVILLE,TN,37902,$167809,$20898,$6217,$194924
IN990492SERV_GP,EXETER 1415 COLLINS LP,100 MATSONFORD RD,RADNOR,PA,19087,,$4976,$18735,$23711
IN990483SERV_GP,EXETER 5501-5599 WEST 74TH ST (IN),3905 VINCENNES RD,Indianapolis,IN,462685,$50877,$8528,$4240,$63645
IN990482SERV_GP,EXETER 7555 WOODLAND LLC,3905 VINCENNES RD,Indianapolis,IN,46268,$111519,,$1486,$113005
IN990294SERV_GP,"EXETER PROPERTY GROUP ADVISORS, L.P.",10610 WATTERSON CENTER CT,Louisville,KY,40299,$64000,,$442,$64442
IN990263SERV_GP,EXETER REALTY GROUP,100 MATSONFORD RD,RADNOR,PA,19087,$117898,$8536,$8865,$135299
CN991834SERV_GP,EXPLORE CREATIVE,11297 GROOMS RD,Cincinnati,OH,45242,,$7782,$10019,$17801
CN992131SERV_GP,EXPRESSION MANUFACTURING,111 S WACKER DR SUITE 5001,CHICAGO,IL,60606,,,$1357,$1357
CN992138SERV_GP,EXPRESSION MANUFACTURING LLC,111 S WACKER DR,CHICAGO,IL,60606,,$122240,$40297,$162537
EXXCMECH_GP,Exxcel Contract Management Inc,"2 MARINOVA PLACE, SUITE 250",Columbus,OH,43215,$61600,,,$61600
DY991055SERV_GP,E-Z IRON SERIVCE,1250 W DOROTHY LN.,Dayton,OH,45409,,,$2341,$2341
EZE001SERV_GP,Ezell - Harding Christian School,574 Bell Road,ANTIOCH,TN,37013,,$14567,,$14567
FAST NWOMECH_GP,F.A.S.T. of NORTHWEST OHIO,3477 S. Dixie Hwy,"Lima,",OH,45804,$28118,,,$28118
LX990277SERV_GP,FACILITY GATEWAY CORPORATION,4916 EAST BROADWAY,MADISON,WI,53716,,$18960,$10705,$29665
IN990274SERV_GP,"FAGERDALA PACKAGING, INC.",2532 AIRWEST BLVD,Plainfield,IN,46168,,$4849,,$4849
CN991941SERV_GP,"FAIRFIELD TOWNSHIP, OH",6032 MORRIS RD,FARIFIELD TOWNSHIP,OH,45011,$14027,$54311,$48963,$117301
NV15036SERV_GP,FAIRLANE HOTEL,401 UNION ST,NASHVILLE,TN,37219,,,$1834,$1834
CN992011SERV_GP,FAMILY NURTURING,5 SPIRAL DRIVE,Florence,KY,41042,,$9148,$10896,$20044
TN992029SERV_GP,FARRAGUT MEDICAL LLC,4001 PELHAM ROAD,GREER,SC,29650,$86987,$15991,$14290,$117268
TN992026SERV_GP,FARRAGUT POINTE C/O FLAGSHIP HEALTHCARE PROPERTIES,2701 COLTSGATE RD STE 300,CHARLOTTE,NC,28211,$15607,$4990,$5273,$25870
TN992103SERV_GP,FAZIO LLC CD/BA VOODOO BREWING COMPANY,PO BOX 31948,KNOXVILLE,TN,37930,,$4288,$4784,$9072
FCL BUILDERSMECH_GP,"FCL BUILDERS, LLC",1150 SPRING LAKE DRIVE,ITASCA,IL,60143,$277135,,,$277135
FECONMECH_GP,FECON,3460 GRANT DR.,LEBANON,OH,45036,$33335,,,$33335
FEDERATEDMECH_GP,FEDERATED LOGISTICS,500 Meadowlands Parkway,"Secausus,",NJ,07094,$24755,,,$24755
FEINMECH_GP,FEINTOOL CINCINNATI INC.,11280 CORNELL PARK RD,Cincinnati,OH,45242,$1230,,,$1230
CN950035SERV_GP,FEINTOOL CINCINNATI INC.,11280 CORNELL PARK ROAD,Cincinnati,OH,45242,$471010,$129291,$310828,$911129
FERGUSON BATHMECH_GP,FERGUSON BATH & KITCHEN GALLERY,4805 KENNEDY AVENUE,Cincinnati,OH,45209,$827,,,$827
FERGUSON CONSTMECH_GP,Ferguson Construction Co.,2201 EMBURY PARK DRIVE,Dayton,OH,45414,$4160565,,,$4160565
CN992203SERV_GP,FERGUSON CONSTRUCTION GROUP,400 CANAL STREET,Sidney,OH,45365,,,$2340,$2340
CN992073SERV_GP,FESTO CORP,7777 COLUMBIA RD,Mason,OH,45039,$182580,$621336,$202623,$1006540
DY991088SERV_GP,FIERA CAPITAL,10050 Innovation Dr,MIAMISBURG,OH,45342,,,$3608,$3608
TN992027SERV_GP,"FILLAUER LAND TENNESSEE, LLC AND CORNERSTONE COMMERCIAL REAL EST",PO BOX 36901,CHARLOTTE,NC,27236,$11752,$22416,$65468,$99636
FINNEGAN & JAMEMECH_GP,"FINNEGAN & JAMES, LLC",716 HIDDEN GLEN DRIVE,Cincinnati,OH,45230,$16200,,,$16200
FIRESTONEMECH_GP,"Firestone Diversified Products, LLC",250 West 96th St,Indianapolis,IN,46260,$356836,,,$356836
IN990117SERV_GP,FIRESTONE INDUSTRIAL PRODUCTS,PO BOX 450,LAVERGNE,TN,37201,$50001,$38099,$71170,$159270
TN992159SERV_GP,FIRST BAPTIST CHURCH KINGSPORT INC,200 W CHURCH CIRCLE,KINGSPORT,TN,37660,,$34920,$31140,$66060
LV990389SERV_GP,FIRST BAPTIST CHURCH OF BOWLING GREEN,621 EAST 12TH AVE,BOWLING GREEN,KY,42101,,$217944,$211729,$429674
FIRSTBAPTISTMECH_GP,FIRST BAPTIST CHURCH OF BOWLING GREEN,621 EAST 12TH AVENUE,BOWLING GREEN,KY,42101,$4629332,,,$4629332
TN991884SERV_GP,FIRST BAPTIST CHURCH OF CHATTANOOGA,401 GATEWAY AVE,CHATTANOOGA,TN,37402,,$22848,$8060,$30908
IN990505SERV_GP,FIRST BAPTIST CHURCH OF GREENCASTLE,404 JUDSON DRIVE,GREENCASTLE,IN,46135,,$3138,$892,$4030
TN991734SERV_GP,FIRST BAPTIST CHURCH SWEETWATER,303 WRIGHT ST,SWEETWATER,TN,37874,,,$2815,$2815
WV990271SERV_GP,FIRST EXCHANGE BANK,1 HERITAGE WAY,WHITE HALL,WV,26554,,$23660,$19932,$43592
NV15044SERV_GP,FIRST FEDERAL BANK BURNS,2310 HWY 96,BURNS,TN,37029,,$942,$942,$1884
NV15048SERV_GP,FIRST FEDERAL BANK CENTERVILLE,737 HWY 100,Centerville,TN,37033,,$1390,$1222,$2612
NV15050SERV_GP,FIRST FEDERAL BANK CHARLOTTE,2 COURT SQUARE,CHARLOTTE,TN,37036,$2123,$2591,,$4713
NV15045SERV_GP,FIRST FEDERAL BANK DICKSON,200 HENSLEE DR,DICKSON,TN,37055,,$3113,$41348,$44461
NV15049SERV_GP,FIRST FEDERAL BANK FAIRVIEW,2070 FAIRVIEW BLVD,FAIRVIEW,TN,37062,,$942,,$942
NV15046SERV_GP,FIRST FEDERAL BANK HWY 46 DICKSON,601 HWY 46 S,DICKSON,TN,37055,,$3056,$58714,$61770
NV15047SERV_GP,FIRST FEDERAL BANK MAIN,611 EAST COLLEGE ST,DICKSON,TN,37055,$46440,$6881,$32923,$86245
NV15053SERV_GP,FIRST FEDERAL BANK MCEWEN,9597 HWY 70 EAST,MCEWEN,TN,37101,,$1837,$4652,$6489
NV15051SERV_GP,FIRST FEDERAL BANK VANLEER,4701 HWY 49 WEST,VANLEER,TN,37181,,$1649,$2539,$4187
NV15052SERV_GP,FIRST FEDERAL BANK WHITE BLUFF,4363 HWY 70 EAST,WHITE BLUFF,TN,37187,,$942,$1596,$2538
CN991859SERV_GP,FIRST HIGHLAND GROUP,4400 DIXIE HIGHWAY,FAIRFIELD,OH,45014,,,$101169,$101169
FIRST HIGHLANDMECH_GP,FIRST HIGHLAND MANAGEMENT & DEVELOPMENT CO,4400 DIXIE HIGHWAY,FAIRFIELD,OH,45014,$2069698,,,$2069698
FTN001SERV_GP,FIRST HORIZON BANK,1214 MURFREESBORO RD,Franklin,TN,37064,$217266,$35762,$176033,$429061
DY991114SERV_GP,FIRST MEDICAL PLAZA,1220 DUBLIN RD,COLUMUBS,OH,43215,,$1403,,$1403
TN992180SERV_GP,FIRST METHODIST CHURCH OF SWEETWATER,501 CHURCH ST,SWEETWATER,TN,37874,$35677,,,$35677
DY991082SERV_GP,FIRST ONSITE,"3401 QUORUM DR, STE 300",FT FORTH,TX,76137,$7500,,,$7500
IN990484SERV_GP,FIRST PRESBYTERIAN CHURCH,124 WEST BROADWAY STREET,SHELBYVILLE,IN,46176,,,$3091,$3091
NV00140SERV_GP,FIRST PRESBYTERIAN CHURCH OF NASHVILLE,4815 FRANKLIN PIKE,NASHVILLE,TN,37220,$2090405,$203670,$467165,$2761240
CN980095SERV_GP,FIRST STUDENT INC.,100 HAMILTON BLVD,Cincinnati,OH,45215,$43219,$17597,$44195,$105012
TN991650SERV_GP,FIRST TENNESSEE BANK - BILLING,1638 ROBERT C. JACKSON DRIVE,KNOXVILLE,TN,37801,$725705,$35239,$268160,$1029104
NV00105SERV_GP,FIRST UNITED METHODIST CHURCH - MURFREESBORO,265 W THOMPSON LN,MURFREESBORO,TN,37129,,$4770,$432,$5202
TN991906SERV_GP,FIRST UNITED METHODIST CHURCH OF OAK RIDGE,1350 OAK RIDGE TPKE,OAK RIDGE,TN,37830,$30927,$8422,$7472,$46821
NV00148SERV_GP,FISCHER STAINLESS STEEL TUBING,1120 AEDC ACCESS RD,MANCHESTER,TN,37355,$17457,$72913,$83764,$174134
FISHER AUTO PARMECH_GP,FISHER AUTO PARTS,PO BOX 2246,STAUNTON,VA,24401,$788,,,$788
CN950156SERV_GP,FISHER SCIENTIFIC,7383 EMPIRE DR SUITE B,Florence,KY,41042,$13046,$67738,$20753,$101537
"FISHER, RICHMECH_GP","FISHER, RICH",3883 WINTER HILL,FAIRFIELD,OH,45011,$148,,,$148
IN990402SERV_GP,FISHERS MEDICAL GROUP C/O ALO PROPERTY MANAGEMENT,9075 N MERIDIAN ST,Indianapolis,IN,46260,$9295,$20013,$11633,$40941
CN992254SERV_GP,FITHIAN ETOWAH SPE LLC,10260 ALLIANCE RD,Cincinnati,OH,45242,,,$11069,$11069
FITWORKSMECH_GP,FITWORKS HOLDING LLC,26391 CURTISS WRIGHT PARKWAY,RICHMOND HEIGHTS,OH,44143,$30708,,,$30708
CN992002SERV_GP,FIVE BELOW,8580 SEWARD RD,FAIRFIELD,OH,45014,,$2724,$7441,$10165
CN990944SERV_GP,FIVES,1338 COX AVE,Erlanger,KY,41018,$32315,,$45048,$77363
LV990527SERV_GP,FIVES INTRALOGISTICS CORP,4400 COMMERCE CROSSING DRIVE,Louisville,KY,"",$177228,,,$177228
LX990376SERV_GP,FLAGSHIP ALYSHEBA LEXINGTON LLC C/O FLAGSHIP HEALTHCARE PROPERTY,2701 COLTSGATE RD STE 300,CHARLOTTE,NC,28211,$337644,$42893,$92444,$472981
NV00135SERV_GP,FLAGSHIP HEALTHCARE PROPERTIES LLC,1155 KENNEDY DR,MURFREESBORO,TN,37129,,,$2705,$2705
TN992098SERV_GP,FLAGSHIP KNOXVILLE PARKSIDE LLC C/O FLAGSHIP HEALTHCARE PROPERTI,2701 COLTSGATE RD STE 300,CHARLOTTE,NC,28211,$205272,$54506,$168581,$428359
LV990457SERV_GP,FLAGSHIP NEW ALBANY GRANT LINE LLC C/O FLAGSHIP HEALTHCARE PROPE,2701 COLTSGATE RD STE 300,CHARLOTTE,NC,28211,$61735,$38467,$48637,$148839
NV15065SERV_GP,FLAGSHIP PHYSICIANS JACKSON LLC C/O FLAGSHIP HEALTHCARE PROPERTI,2701 COLTSGATE RD STE 300,CHARLOTTE,NC,28211,$2394,,$0,$2394
NV00100SERV_GP,FLAT ROCK INDUSTRIAL HOLDINGS LP C/O CBRE,01-74806-IES001,Warren,MI,48090-2021,,$1276,,$1276
LX990486SERV_GP,FLEMING COUNTY HOSPITAL,989 MEDICAL PARK DRIVE,Maysville,KY,41056,$34543,$9690,$4067,$48300
LX990398SERV_GP,FLEMING COUNTY SCHOOLS,211 W WATER ST,FLEMINGSBURG,KY,41041,$12857,$59313,$4359,$76529
TN992131SERV_GP,FLEX N GATE,2460 STOCK CREEK BLVD,ROCKFORD,TN,37853,$167971,$96927,$280931,$545829
IN990131SERV_GP,FLEXPAC,6075 LAKESIDE BLVD.,Indianapolis,IN,46278,$40862,$41961,$33995,$116818
FLINT GROUPMECH_GP,FLINT GROUP,2675 HENKLE DRIVE,LEBANON,OH,45036,$890,,,$890
CN992045SERV_GP,FLINT GROUP,8660 JACQUEMIN DR,WEST CHESTER,OH,45069,,$5142,$7645,$12787
CN960042SERV_GP,FLORENCE BAPTIST CHURCH,P.O. BOX 456,Florence,KY,41042,,,$255,$255
NV00012SERV_GP,FLORIM USA,300 INTERNATIONAL BLVD,CLARKSVILLE,TN,37040,$2007,$16828,$8039,$26874
LX990449SERV_GP,FLOWERS BAKERY,501 E 4TH STREET,LONDON,KY,40741,$12145,,$68592,$80737
TN992106SERV_GP,FLOWERS BAKING CO. OF KNOXVILLE,3100 NORTHWEST PARK DRIVE,KNOXVILLE,TN,37921,,$16270,$2033,$18303
NV15023SERV_GP,FLOWERS BAKING COMPANY CROSSVILLE,1067 N MAIN ST,CROSSVILLE,TN,38555,$112783,$105390,$187724,$405897
IN990390SERV_GP,FLUID HANDLING TECHNOLOGY,7790 MOLLER RD,Indianapolis,IN,46268,,,$1516,$1516
IN990420SERV_GP,"FLUTES HANNA AVE, LLC",1102 W HANNA AVE,Indianapolis,IN,46217,$2931995,$26704,$16683,$2975382
CN990231SERV_GP,FOCALPOINT COMMUNICATIONS,61 CIRCLE FREEWAY DRIVE,Cincinnati,OH,45246,,$5850,$244,$6094
CN992245SERV_GP,FOREST CHAPEL UMC,680 WEST SHARON RD,Cincinnati,OH,45240,$100556,,$3633,$104189
CN992097SERV_GP,FOREVER FITNESS,4542 CORNELL ROAD,Blue Ash,Ohio,45241,,,$425,$425
WV970133SERV_GP,FORREST BURDETTE U.M.C.,2848 PUTNAM AVE.,HURRICANE,WV,25526,,$59210,$5860,$65070
TN992134SERV_GP,FOUNDATION DENTAL PARTNERS MANAGEMENT LLC DBA KNOXVILLE DENTAL,296 S MAIN ST,ALPHARETTA,GA,30009,,$1856,$1241,$3097
CN991830SERV_GP,FOUR STAR MECHANICAL,4127 TONYA TRAIL,HAMILTON,OH,45011,,,$1122,$1122
LX990425SERV_GP,FOX 56 NEWS (WDKY),836 EUCLID AVENUE SUITE 201,LEXINGTON,KY,40502,,,$560,$560
FOXXMECH_GP,FOXX CONSTRUCTION,10 TECHVIEW PLACE,Cincinnati,OH,45215,$7078,,,$7078
IN990242SERV_GP,FRANCISCAN ST. FRANCIS HEALTH - CARMEL,Accounts Payable,MISHAWAKA,IN,46546,,$10464,$493,$10957
CN991985SERV_GP,FRANKLIN BRAZING,2025 MCKINLEY BLVD,LEBANON,OH,45036,$34140,$14659,$6582,$55382
FRANKLIN BRAZINMECH_GP,FRANKLIN BRAZING & METAL TREATMENT,2025 MCKINLEY BLVD,LEBANON,OH,45036,$550464,,,$550464
NV00090SERV_GP,FREED-HARDEMAN UNIVERSITY,855 HIGHWAY 46 SOUTH,DICKSON,TN,37055,$275250,$19436,$119478,$414164
NV15008SERV_GP,FREED-HARDEMAN UNIVERSITY HENDERSON,158 E MAIN ST,HENDERSON,TN,38340,$780144,,,$780144
NV00047SERV_GP,"FREEMAN EXPOSITIONS, LLC",1701 LEBANON PIKE CIR,NASHVILLE,TN,372103215,,$265,,$265
CN992003SERV_GP,Freeman Schwabe,4064 Clough Woods Dr,Batavia,OH,45103,,$8736,$3941,$12677
FREEMAN SCHWABEMECH_GP,Freeman Schwabe,4064 Clough Woods Dr,Batavia,OH,45103,$12436,,,$12436
LX990264SERV_GP,FRESENIUS KIDNEY CARE,1591 WINCHESTER RD,LEXINGTON,KY,40505,$14126,$106403,$195421,$315950
CN991848SERV_GP,"FRESENIUS KIDNEY CARE, FMS LIBERTY MILFORD",5890 MEADOW CREEK DR,Milford,OH,45150,,$14505,$4844,$19349
CN991849SERV_GP,"FRESENIUS KIDNEY CARE, FMS WEST HAMILTON",890 NW WASHINGTON BLVD,HAMILTON,OH,45013,,$13767,$14783,$28550
NV00063SERV_GP,FRESENIUS MEDICAL CARE,262 NATCHEZ TRACE AVENUE,BOWLING GREEN,KY,42103,,$1950,,$1950
WV200316SERV_GP,FRESENIUS MEDICAL CARE,3768 TEAY'S VALLEY RD,HURRICANE,WV,25562,$14866,$8323,$6474,$29663
WV990225SERV_GP,FRESENIUS MEDICAL CARE,506 THIRD AVENUE,MONTGOMERY,WV,25136,$31338,$18893,$30365,$80596
WV990175SERV_GP,FRESENIUS MEDICAL CARE - BECKLEY SOLAR DR,115 SOLAR DRIVE,BECKLEY,WV,25801,,$6486,$5504,$11990
WV990238SERV_GP,FRESENIUS MEDICAL CARE - BELPRE,510 MAIN STREET,BELPRE,OH,45714,,$10965,$7833,$18798
CN991579SERV_GP,FRESENIUS MEDICAL CARE - BOONE COUNTY,7205 DIXIE HIGHWAY,Florence,KY,41042,$3522,$10072,$19990,$33584
WV990077SERV_GP,FRESENIUS MEDICAL CARE - CHARLESTON,2345 CHESTERFIELD AVE,Charleston,WV,25304,,,$847,$847
WV990091SERV_GP,FRESENIUS MEDICAL CARE - DUNBAR,951 DUNBAR VILLAGE,Dunbar,WV,25064,,$11053,$29409,$40461
CN991580SERV_GP,FRESENIUS MEDICAL CARE - EDGEWOOD,210 THOMAS MORE PARKWAY,CRESTVIEW HILLS,KY,41017,,$4953,$26649,$31602
CN991575SERV_GP,FRESENIUS MEDICAL CARE - FAIRFIELD,4750 DIXIE HIGHWAY,FAIRFIELD,OH,45014,,$18125,$12708,$30833
NV00068SERV_GP,FRESENIUS MEDICAL CARE - FRANKLIN,1112 S MAIN STREET SUITE 11,Franklin,KY,42134,,$2405,,$2405
WV990092SERV_GP,FRESENIUS MEDICAL CARE - GALLIPOLIS,137 PINE ST,GALLIPOLIS,OH,45631,$9973,$12349,$16588,$38911
NV00066SERV_GP,FRESENIUS MEDICAL CARE - GLASGOW,205 PROFESSIONAL PARK DRIVE,GLASGOW,KY,42141,,$2405,$0,$2405
CN991810SERV_GP,FRESENIUS MEDICAL CARE - GOODMAN AVE,1555 GOODMAN AVE,Cincinnati,OH,45224,,$13352,$27888,$41240
DY990943SERV_GP,FRESENIUS MEDICAL CARE - GROVE CITY,3149 FARM BANK WAY,GROVE CITY,OH,43123,$5818,$15664,$7755,$29236
CN991576SERV_GP,FRESENIUS MEDICAL CARE - HAMILTON,"3090 MCBRIDE COURT, SUITE A",HAMILTON,OH,45011,,$9995,$3207,$13202
WV990095SERV_GP,FRESENIUS MEDICAL CARE - HUNTINGTON,1690 MEDICAL CENTER DRIVE,HUNTINGTON,WV,25701,,,$530,$530
WV990101SERV_GP,FRESENIUS MEDICAL CARE - JACKSON,820 VETERANS DR,JACKSON,OH,45640,,$9721,$4741,$14462
CN991578SERV_GP,FRESENIUS MEDICAL CARE - KINGS MILLS,1992 KING AVENUE,Kings Mills,OH,45034,$2608,$12668,$4980,$20255
NV00067SERV_GP,FRESENIUS MEDICAL CARE - LYDA AVENUE,1834 LYDA AVENUE,BOWLING GREEN,KY,42104,,$2405,$0,$2405
WV990147SERV_GP,FRESENIUS MEDICAL CARE - MARIETTA OH,14- 16 ACME ST,Marietta,OH,45750,,$10793,$12068,$22861
WV990093SERV_GP,FRESENIUS MEDICAL CARE - RIPLEY,1000 NEW STONE RIDGE RD,Ripley,WV,25271,$58081,$16115,$21649,$95845
LX990326SERV_GP,FRESENIUS MEDICAL CARE - SOUTHWEST LEXINGTON,978 CHAS DR,LEXINGTON,KY,40515,,$10050,$4760,$14810
CN991577SERV_GP,FRESENIUS MEDICAL CARE - TALAWANDA,5148 COLLEGE CORNER PIKE,Oxford,OH,45056,,$7828,$16535,$24363
DY990940SERV_GP,FRESENIUS MEDICAL CARE - WASHINGTON COURTHOUSE,1280 RAWLINGS ST,WASHINGTON COURTHOUSE,OH,41360,,$17099,$12726,$29825
WV990149SERV_GP,FRESENIUS MEDICAL CARE HIMG,5170 US 60,HUNTINGTON,WV,25705,$25970,$17471,$1603,$45044
IN990293SERV_GP,FRESENIUS MEDICAL CARE NORTH AMERICA,101 EMERSON AVE,NEW CASTLE,IN,47362,$141245,$348993,$392079,$882317
TN992048SERV_GP,FRESENIUS MEDICAL CARE POWELL TN,3850 N CAUSEWAY BLVD STE 300,METARIE,LA,70002,$5876,,$20467,$26343
TN991938SERV_GP,FRESENIUS MEDICAL CARE TRI CITIES - BILLING,162 EAST MAIN STREET,LEBANON,VA,24266,$4657,$9696,$22598,$36951
LX990431SERV_GP,FRESHIES ICE CREAM AND SODA,4379 OLD HARRODSBURG RD,LEXINGTON,KY,40513,,,$2813,$2813
LV990470SERV_GP,FREUDENBURG MEDICAL LLC,2301 CENTENNIAL BLVD,JEFFERSONVILLE,IN,47130,$264375,$43384,$125920,$433680
LX990360SERV_GP,FRITZ FARM RETAIL COMPANY LLC C/O BAYER PROPERTIES LLC,2222 ARLINGOTN AVE,BIRMINGHAM,AL,35205,$6164,$29917,$97810,$133891
TN200209SERV_GP,FRONTIER A CITIZENS COMMUNICATIONS COMPANY,MAIL CODE: INIFAGI,Fort Wayne,IN,46801,$62346,$36732,$48633,$147711
WV200209SERV_GP,FRONTIER COMMUNICATIONS,C/O FRES INVOICE PROCESSING CENTER MAIL CODE: INIFAGI,Fort Wayne,IN,46801,$6810024,,$482068,$7292092
CN991391SERV_GP,"FRONTIER COMMUNICATIONS CORPORATE SERVICES, INC.",NXS #: FRPERGRO,Fort Wayne,IN,46801,$179484,$142572,$223975,$546031
WV990097SERV_GP,"FRONTIER, A CITIZENS COMMUNICATIONS COMPANY",C/O FRES INVOICE PROCESSING CENTER MAIL CODE: INIFAGI,Fort Wayne,IN,46801,$42714,,$4007,$46721
FRYEMECH_GP,"Frye Mechanical, Inc.",3750 Wrightway Rd,Dayton,OH,45424,$11402,,,$11402
LX990396SERV_GP,FSF MANUFACTURING INC,575 ECON RIVER PL,OVIEDO,FL,32765,,,$3848,$3848
CN992260SERV_GP,FT SCOTT HOA,11840C KEMPER SPRINGS DRIVE,Cincinnati,OH,45240,,,$1962,$1962
IN990392SERV_GP,FULL BEAUTY BRANDS,2300 SOUTHEASTERN AVE,Indianapolis,IN,46201,$7522,,$2333,$9855
CN992035SERV_GP,FURLONG BUILDING,12 PRICE AVE,Erlanger,KY,41018,,$3500,$1464,$4964
FURLONGMECH_GP,FURLONG BUILDING ENTERPRISES,747 BUTTERMILK PIKE,Crescent Springs,KY,41017,$6048748,,,$6048748
LV990307SERV_GP,FUZZY ZOELLER'S GOLF COURSES,12510 COVERED BRIDGE RD,SELLERSBURG,IN,47172,$46880,$16075,$63070,$126024
