Master Customer Name,Master Customer Name Canonical,Industrial Group,Industrial Group Source,Industry Detail,Industry Detail Source,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Support Category Source,Company Website,Company Website Source,Company Logo URL,Company Logo URL Source,Company Logo URL (Apistemic),Company Logo URL (Apistemic) Source,Company Logo URL (Logo.dev),Company Logo URL (Logo.dev) Source,Enrichment Status,Enrichment Rationale,IsMerge,MergeGroupSize
Ferguson Bath and Kitchen Gallery,FERGUSON BATH AND KITCHEN GALLERY,Commercial Services,Master Override,Plumbing Fixtures Retail,Master Override,444190,444190,Master Override,44-45,Retail Trade,444,Building Material and Garden Equipment and Supplies Dealers,4441,Building Material and Supplies Dealers,44419,,444190,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,ferguson.com,Master Override,,,https://logos-api.apistemic.com/domain:ferguson.com,Computed from Company Website,https://img.logo.dev/ferguson.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Ferguson Construction,FERGUSON CONSTRUCTION,Construction,Segmentation Logic,Commercial Construction,Verified Enrichment,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,ferguson-construction.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:ferguson-construction.com,Computed from Company Website,https://img.logo.dev/ferguson-construction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Ferguson Construction Group,FERGUSON CONSTRUCTION GROUP,Construction,Segmentation Logic,Commercial Construction,Verified Enrichment,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,ferguson-construction.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:ferguson-construction.com,Computed from Company Website,https://img.logo.dev/ferguson-construction.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Festo,FESTO,Manufacturing,Master Override,Automation Technology,Master Override,335314,335314,Master Override,31-33,Manufacturing,335,"Electrical Equipment, Appliance, and Component Manufacturing",3353,Electrical Equipment Manufacturing,33531,Electrical Equipment Manufacturing,335314,Relay and Industrial Control Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,festo.com,Master Override,,,https://logos-api.apistemic.com/domain:festo.com,Computed from Company Website,https://img.logo.dev/festo.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Fiera Capital,FIERA CAPITAL,Financial Services,Master Override,Investment Management,Master Override,523930,523930,Master Override,52,Finance and Insurance,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239,Other Financial Investment Activities,52393,,523930,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,fieracapital.com,Master Override,,,https://logos-api.apistemic.com/domain:fieracapital.com,Computed from Company Website,https://img.logo.dev/fieracapital.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Fillauer Land Tennessee and Cornerstone Commercial Real Est,FILLAUER LAND TENNESSEE AND CORNERSTONE COMMERCIAL REAL EST,Commercial Real Estate,Master Override,Real Estate,Master Override,531110,531110,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53111,Lessors of Residential Buildings and Dwellings,531110,Lessors of Residential Buildings and Dwellings,AI Analyst Research,Final,High,Verified enrichment updated: Company Website,,,fillauer.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:fillauer.com,Computed from Company Website,https://img.logo.dev/fillauer.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Finnegan and James,FINNEGAN AND JAMES,Commercial Services,Master Override,Marketing & Brand Strategy Consulting,Master Override,5418,5418,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,finneganandjames.com,Master Override,,,https://logos-api.apistemic.com/domain:finneganandjames.com,Computed from Company Website,https://img.logo.dev/finneganandjames.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Firestone Diversified Products,FIRESTONE DIVERSIFIED PRODUCTS,Manufacturing,Master Override,Air Springs Mfg,Master Override,336390,336390,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33639,Other Motor Vehicle Parts Manufacturing,336390,Other Motor Vehicle Parts Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,firestoneairide.com,Master Override,,,https://logos-api.apistemic.com/domain:firestoneairide.com,Computed from Company Website,https://img.logo.dev/firestoneairide.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Firestone Industrial Products,FIRESTONE INDUSTRIAL PRODUCTS,Manufacturing,Master Override,Air Springs Mfg,Master Override,336390,336390,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,33639,Other Motor Vehicle Parts Manufacturing,336390,Other Motor Vehicle Parts Manufacturing,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,firestoneairide.com,Master Override,,,https://logos-api.apistemic.com/domain:firestoneairide.com,Computed from Company Website,https://img.logo.dev/firestoneairide.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
First Baptist Church Kingsport,FIRST BAPTIST CHURCH KINGSPORT,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,fbckpt.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:fbckpt.org,Computed from Company Website,https://img.logo.dev/fbckpt.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Baptist Church Sweetwater,FIRST BAPTIST CHURCH SWEETWATER,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,sweetwaterfbc.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:sweetwaterfbc.org,Computed from Company Website,https://img.logo.dev/sweetwaterfbc.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Baptist Church of Bowling Green,FIRST BAPTIST CHURCH OF BOWLING GREEN,Non-Profit / Religious,Master Override,Religious Organization,Master Override,813110,813110,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,firstbaptistbg.org,Master Override,https://stgreen.blob.core.windows.net/logos/FIRST_BAPTIST_CHURCH_OF_BOWLING_GREEN.png,Master Logos,https://logos-api.apistemic.com/domain:firstbaptistbg.org,Computed from Company Website,https://img.logo.dev/firstbaptistbg.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,TRUE,2
First Baptist Church of Chattanooga,FIRST BAPTIST CHURCH OF CHATTANOOGA,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,fbcchattanooga.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:fbcchattanooga.org,Computed from Company Website,https://img.logo.dev/fbcchattanooga.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Baptist Church of Greencastle,FIRST BAPTIST CHURCH OF GREENCASTLE,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,fbcgc.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:fbcgc.com,Computed from Company Website,https://img.logo.dev/fbcgc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Exchange Bank,FIRST EXCHANGE BANK,Financial Services,Segmentation Logic,Commercial Banking,Verified Enrichment,522110,522110,Verified Enrichment,52,Finance and Insurance,522,Credit Intermediation and Related Activities,5221,Depository Credit Intermediation,52211,Commercial Banking,522110,Commercial Banking,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,firstexchangebank.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:firstexchangebank.com,Computed from Company Website,https://img.logo.dev/firstexchangebank.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Federal Bank,FIRST FEDERAL BANK,Financial Services,Segmentation Logic,Commercial Banking,Verified Enrichment,522110,522110,Verified Enrichment,52,Finance and Insurance,522,Credit Intermediation and Related Activities,5221,Depository Credit Intermediation,52211,Commercial Banking,522110,Commercial Banking,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,ffbtn.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:ffbtn.com,Computed from Company Website,https://img.logo.dev/ffbtn.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,TRUE,10
First Highland Group,FIRST HIGHLAND GROUP,Commercial Real Estate,Master Override,Real Estate Investment,Master Override,531110,531110,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53111,Lessors of Residential Buildings and Dwellings,531110,Lessors of Residential Buildings and Dwellings,AI Analyst Research,Final,High,Verified enrichment updated: Company Website,,,highlandgroup.net,Verified Enrichment,,,https://logos-api.apistemic.com/domain:highlandgroup.net,Computed from Company Website,https://img.logo.dev/highlandgroup.net?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Highland Management and Development,FIRST HIGHLAND MANAGEMENT AND DEVELOPMENT,Commercial Real Estate,Segmentation Logic,Real Estate Development,Verified Enrichment,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail",,,,,,,,,,,Verified,,FALSE,1
First Horizon Bank,FIRST HORIZON BANK,Financial Services,Segmentation Logic,Commercial Banking,Verified Enrichment,522110,522110,Verified Enrichment,52,Finance and Insurance,522,Credit Intermediation and Related Activities,5221,Depository Credit Intermediation,52211,Commercial Banking,522110,Commercial Banking,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,firsthorizon.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:firsthorizon.com,Computed from Company Website,https://img.logo.dev/firsthorizon.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Medical Plaza,FIRST MEDICAL PLAZA,Healthcare / Senior Living,Segmentation Logic,Physician Office,Verified Enrichment,621111,621111,Verified Enrichment,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6211,Offices of Physicians,62111,Offices of Physicians,621111,Offices of Physicians (except Mental Health Specialists),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,healthfirstmc.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:healthfirstmc.com,Computed from Company Website,https://img.logo.dev/healthfirstmc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Methodist Church of Sweetwater,FIRST METHODIST CHURCH OF SWEETWATER,Non-Profit / Religious,Segmentation Logic,,,81,81,Segmentation Logic,81,Other Services (except Public Administration),,,,,,,,,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Methodist Church Of Sweetwater'),,,,,,,,,,,Deferred,,FALSE,1
First Presbyterian Church,FIRST PRESBYTERIAN CHURCH,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,fpcshelbyville.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:fpcshelbyville.org,Computed from Company Website,https://img.logo.dev/fpcshelbyville.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
First Presbyterian Church of Nashville,FIRST PRESBYTERIAN CHURCH OF NASHVILLE,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,fpcnashville.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:fpcnashville.org,Computed from Company Website,https://img.logo.dev/fpcnashville.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
