Customer Key,Original Name,Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Company Website,Company Logo URL,Company Logo URL (Apistemic),Company Logo URL (Logo.dev),Source
CN992247SERV_GP,Cartridge Brewing,Cartridge Brewing,CARTRIDGE BREWING,Commercial Services,Brewery/taproom,3121,3121,Master Override,31-33,Manufacturing,312,Beverage and Tobacco Product Manufacturing,3121,Beverage Manufacturing,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,Hospitality,cartridgebrewing.com,,https://logos-api.apistemic.com/domain:cartridgebrewing.com,https://img.logo.dev/cartridgebrewing.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990155SERV_GP,Casey County Hospital,Casey County Hospital,CASEY COUNTY HOSPITAL,Municipal / Local Government,General Medical & Surgical Hospitals,622110,622110,Verified Enrichment,62,Health Care and Social Assistance,622,Hospitals,6221,General Medical and Surgical Hospitals,62211,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,caseycountyhospital.com,,https://logos-api.apistemic.com/domain:caseycountyhospital.com,https://img.logo.dev/caseycountyhospital.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990459SERV_GP,Caseys General Stores,Caseys General Stores,CASEYS GENERAL STORES,Commercial Services,Convenience/fuel retail,4471,4471,Master Override,44-45,Retail Trade,447,,4471,,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,Hospitality,caseys.com,,https://logos-api.apistemic.com/domain:caseys.com,https://img.logo.dev/caseys.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990393SERV_GP,Cashing The Bluegrass Llc,Cashing the Bluegrass,CASHING THE BLUEGRASS,Commercial Services,Financial services,5223,5223,Master Override,52,Finance and Insurance,522,Credit Intermediation and Related Activities,5223,Activities Related to Credit Intermediation,,,,,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,,,,SERV_GP
IN990506SERV_GP,Catalyst Pdg Inc,Catalyst Pdg,CATALYST PDG,Commercial Services,Business entity (unclear),541715,541715,Verified Enrichment,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5417,Scientific Research and Development Services,54171,"Research and Development in the Physical, Engineering, and Life Sciences",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,catalystpdg.com,,https://logos-api.apistemic.com/domain:catalystpdg.com,https://img.logo.dev/catalystpdg.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990332SERV_GP,Cathedral Of The Assumption,Cathedral of the Assumption,CATHEDRAL OF THE ASSUMPTION,Non-Profit / Religious,Religious organization,8131,8131,Master Override,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,cathedraloftheassumption.org,,https://logos-api.apistemic.com/domain:cathedraloftheassumption.org,https://img.logo.dev/cathedraloftheassumption.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN992113SERV_GP,Cazana Family Dcp General Partnership C/O Commercial & Investmen,Cazana Family Dcp General Partnership,CAZANA FAMILY DCP GENERAL PARTNERSHIP,Commercial Real Estate,Real Estate Partnership,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),AI Analyst Research,Final,High,Verified enrichment updated: Company Website,,ciprop.com,,https://logos-api.apistemic.com/domain:ciprop.com,https://img.logo.dev/ciprop.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991980SERV_GP,Cazzy'S Corner Grill,Cazzys Corner Grill,CAZZYS CORNER GRILL,Commercial Services,Casual fine dining restaurant,722511,722511,Verified Enrichment,72,Accommodation and Food Services,722,Food Services and Drinking Places,7225,Restaurants and Other Eating Places,72251,Restaurants and Other Eating Places,722511,Full-Service Restaurants,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",Hospitality,cazzys.com,,https://logos-api.apistemic.com/domain:cazzys.com,https://img.logo.dev/cazzys.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CB RICHARDMECH_GP,Cb Richard Ellis,Cb Richard Ellis,CB RICHARD ELLIS,Commercial Services,CRE services (CBRE),5312,5312,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5312,Offices of Real Estate Agents and Brokers,,,,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,cbre.com,,https://logos-api.apistemic.com/domain:cbre.com,https://img.logo.dev/cbre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CBREMECH_GP,Cb Richard Ellis,Cb Richard Ellis,CB RICHARD ELLIS,Commercial Services,CRE services (CBRE),5312,5312,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5312,Offices of Real Estate Agents and Brokers,,,,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,cbre.com,,https://logos-api.apistemic.com/domain:cbre.com,https://img.logo.dev/cbre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CB RICH INDYMECH_GP,"Cb Richard Ellis, Inc.",Cb Richard Ellis,CB RICHARD ELLIS,Commercial Services,CRE services (CBRE),5312,5312,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5312,Offices of Real Estate Agents and Brokers,,,,,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,cbre.com,,https://logos-api.apistemic.com/domain:cbre.com,https://img.logo.dev/cbre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN992117SERV_GP,Cbre,CBRE,CBRE,Commercial Real Estate,Property Management / Brokerage,5313,5313,Segmentation Logic,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,,,,,Entity Inference,,Medium,Matched known entity 'CBRE'; Known/recognized entity mapping (evidence: 'CBRE'),,cbre.com,,https://logos-api.apistemic.com/domain:cbre.com,https://img.logo.dev/cbre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991098SERV_GP,Cbre,CBRE,CBRE,Commercial Real Estate,Property Management / Brokerage,5313,5313,Segmentation Logic,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,,,,,Entity Inference,,Medium,Matched known entity 'CBRE'; Known/recognized entity mapping (evidence: 'CBRE'),,cbre.com,,https://logos-api.apistemic.com/domain:cbre.com,https://img.logo.dev/cbre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN992069SERV_GP,Cbre Gws Llc,CBRE,CBRE,Commercial Real Estate,Property Management / Brokerage,5313,5313,Segmentation Logic,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,,,,,Entity Inference,,Medium,Matched known entity 'CBRE'; Known/recognized entity mapping (evidence: 'CBRE'),,cbre.com,,https://logos-api.apistemic.com/domain:cbre.com,https://img.logo.dev/cbre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990425SERV_GP,Cbre Novartis Fm,CBRE,CBRE,Commercial Real Estate,Property Management / Brokerage,5313,5313,Segmentation Logic,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,,,,,Entity Inference,,Medium,Matched known entity 'CBRE'; Known/recognized entity mapping (evidence: 'CBRE'),,cbre.com,,https://logos-api.apistemic.com/domain:cbre.com,https://img.logo.dev/cbre.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CBT COMPANYMECH_GP,Cbt Company,Cbt,CBT,Commercial Services,Ambiguous,423830,423830,Verified Enrichment,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4238,"Machinery, Equipment, and Supplies Merchant Wholesalers",42383,Industrial Machinery and Equipment Merchant Wholesalers,423830,Industrial Machinery and Equipment Merchant Wholesalers,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,cbtcompany.com,,https://logos-api.apistemic.com/domain:cbtcompany.com,https://img.logo.dev/cbtcompany.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
TN991983SERV_GP,Cc Industries - Billing,Cc Industries Billing,CC INDUSTRIES BILLING,Commercial Services,Corporate billing entity,523910,523910,Verified Enrichment,52,Finance and Insurance,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239,Other Financial Investment Activities,52391,Miscellaneous Intermediation,523910,Miscellaneous Intermediation,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,ccindustries.com,,https://logos-api.apistemic.com/domain:ccindustries.com,https://img.logo.dev/ccindustries.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990446SERV_GP,Cellular Sales Of In Llc,Cellular Sales of IN,CELLULAR SALES OF IN,Commercial Services,Wireless retail/services,5173,5173,Master Override,51,Information,517,Telecommunications,5173,,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,cellularsales.com,,https://logos-api.apistemic.com/domain:cellularsales.com,https://img.logo.dev/cellularsales.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CEN002SERV_GP,Centennial Medical Center - Nash,Centennial Medical Center Nash,CENTENNIAL MEDICAL CENTER NASH,Healthcare / Senior Living,General Medical & Surgical Hospitals,622110,622110,Verified Enrichment,62,Health Care and Social Assistance,622,Hospitals,6221,General Medical and Surgical Hospitals,62211,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,tristarcentennial.com,,https://logos-api.apistemic.com/domain:tristarcentennial.com,https://img.logo.dev/tristarcentennial.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CENTER CITY INTMECH_GP,Center City International Truck,Center City International Truck,CENTER CITY INTERNATIONAL TRUCK,Commercial Services,Truck dealer/service,4412,4412,Master Override,44-45,Retail Trade,441,Motor Vehicle and Parts Dealers,4412,Other Motor Vehicle Dealers,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,internationalusedtruckcenters.com,,https://logos-api.apistemic.com/domain:internationalusedtruckcenters.com,https://img.logo.dev/internationalusedtruckcenters.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
LX990409SERV_GP,Central Baptist Church Winchester,Central Baptist Church Winchester,CENTRAL BAPTIST CHURCH WINCHESTER,Non-Profit / Religious,Religious Organization,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,cbcwinchester.com,,https://logos-api.apistemic.com/domain:cbcwinchester.com,https://img.logo.dev/cbcwinchester.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CENTRAL INSULATMECH_GP,"Central Insualtion Services, Inc",Central Insualtion Services,CENTRAL INSUALTION SERVICES,Construction,Insulation contractor,2383,2383,Master Override,23,Construction,238,Specialty Trade Contractors,2383,Building Finishing Contractors,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,Mechanical Contractor,centralinsulation.com,,https://logos-api.apistemic.com/domain:centralinsulation.com,https://img.logo.dev/centralinsulation.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CENTMECH_GP,Century Construction,Century Construction,CENTURY CONSTRUCTION,Construction,General Contractor,236220,236220,Verified Enrichment,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,centuryconstructioninc.com,,https://logos-api.apistemic.com/domain:centuryconstructioninc.com,https://img.logo.dev/centuryconstructioninc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN990961SERV_GP,Century Mold Company Inc,Century Mold,CENTURY MOLD,Manufacturing,Mold making,3335,3335,Master Override,31-33,Manufacturing,333,Machinery Manufacturing,3335,Metalworking Machinery Manufacturing,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,centurymold.com,,https://logos-api.apistemic.com/domain:centurymold.com,https://img.logo.dev/centurymold.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CERMECH_GP,Cer Services,Cer Services,CER SERVICES,Construction,Specialty Contractor,238390,238390,Master Override,23,Construction,238,Specialty Trade Contractors,2383,Building Finishing Contractors,23839,Other Building Finishing Contractors,238390,Other Building Finishing Contractors,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,cerservicesllc.com,,https://logos-api.apistemic.com/domain:cerservicesllc.com,https://img.logo.dev/cerservicesllc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN992263SERV_GP,Cer Services Inc.,Cer Services,CER SERVICES,Construction,Specialty Contractor,238390,238390,Master Override,23,Construction,238,Specialty Trade Contractors,2383,Building Finishing Contractors,23839,Other Building Finishing Contractors,238390,Other Building Finishing Contractors,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,cerservicesllc.com,,https://logos-api.apistemic.com/domain:cerservicesllc.com,https://img.logo.dev/cerservicesllc.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
WV990285SERV_GP,Ceredo Manor,Ceredo Manor,CEREDO MANOR,Healthcare / Senior Living,Affordable Senior Housing,623312,623312,Master Override,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,623312,Assisted Living Facilities for the Elderly,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,nationalchurchresidences.org,,https://logos-api.apistemic.com/domain:nationalchurchresidences.org,https://img.logo.dev/nationalchurchresidences.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990415SERV_GP,Cerrowire,Cerrowire,CERROWIRE,Manufacturing,Wire/cable manufacturing,3359,3359,Master Override,31-33,Manufacturing,335,"Electrical Equipment, Appliance, and Component Manufacturing",3359,Other Electrical Equipment and Component Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,cerrowire.com,,https://logos-api.apistemic.com/domain:cerrowire.com,https://img.logo.dev/cerrowire.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990269SERV_GP,Certus Medical,Certus Medical,CERTUS MEDICAL,Commercial Services,Medical Equipment Wholesaler,423450,423450,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,certusmedsolutions.com,,https://logos-api.apistemic.com/domain:certusmedsolutions.com,https://img.logo.dev/certusmedsolutions.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990408SERV_GP,Certus Medical,Certus Medical,CERTUS MEDICAL,Commercial Services,Medical Equipment Wholesaler,423450,423450,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4234,Professional and Commercial Equipment and Supplies Merchant Wholesalers,42345,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,certusmedsolutions.com,,https://logos-api.apistemic.com/domain:certusmedsolutions.com,https://img.logo.dev/certusmedsolutions.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
