BrandNormalized,Category,DEF,DEFNormalized,IsCompressedType,SegmentsN,OptionsN,UniqueOptionsN,ExampleOptionsJson,ExampleSLJson,PositionCoveragePct,AlreadyCanonicalAttribute
ALLIED,Package,Revision,,true,2,0,0,[],"[""1""]",100.0,false
ALLSTYLE,Condenser,Class,,true,2,0,0,[],"[""1"", ""2""]",100.0,false
ALLSTYLE,Condenser,Cooling,,true,2,0,0,[],"[""2"", ""3""]",100.0,false
ALLSTYLE,Condenser,Energy Rating,,true,2,0,0,[],"[""2""]",100.0,false
ALLSTYLE,Condenser,Refrigerant,Refrigerant,true,2,0,0,[],"[""1""]",100.0,true
ALLSTYLE,Condenser,Revision,,true,2,0,0,[],"[""1""]",100.0,false
ALLSTYLE,Condenser,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD,Condenser,Connection,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD,Condenser,Cooling,,true,2,0,0,[],"[""2""]",100.0,false
AMERICAN STANDARD,Condenser,Energy Rating,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD,Condenser,FAM,,false,2,11,11,"[""A- Allegiance"", ""H- Heritage"", ""C- Light COM"", ""B- 18 IN CAB - AC"", ""Z- Leadership – Two STG"", ""X- Leadership"", ""R- REPL / REL"", ""M- Basic"", ""B- Basic"", ""A- Light COM"", ""L- Side DISC""]","[""1""]",100.0,false
AMERICAN STANDARD,Condenser,Trane Voltage,Voltage,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Air Handler,Cooling,,true,2,0,0,[],"[""2"", ""3""]",100.0,false
AMERICAN STANDARD-TRANE,Air Handler,INSUL,,false,2,4,4,"[""F- AirTite"", ""0- STD"", ""A- STD"", ""F- R4.2 INSUL""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Air Handler,Type,,false,2,11,11,"[""TV- Split HP COPB"", ""TW- Split HP COPB"", ""TE- ELEC FURN"", ""AV- Split HP COPB"", ""AW- Split HP COPB"", ""AE- ELEC FURN"", ""FWC- Convertble"", ""FWH- CONVT W CTM"", ""FWM- Stud MTD W FAC ELEC HT"", ""FWD- Furr-Down UCAS W FAC ELEC HT"", ""FWF- Furr-Down CAS W FAC ELEC HT""]","[""2"", ""3""]",100.0,false
AMERICAN STANDARD-TRANE,Coil,ARF,,false,2,13,8,"[""A- UF Only"", ""U- UF / DF"", ""D- DF"", ""R- DF / HORZ Right"", ""H- HORZ Only"", ""C- CONVT - UF DF Left or Right ARF"", ""C- CONVT - UF DF Left ARF"", ""M- CONVT - UF DF Left or Right ARF""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Coil,CL Feature,,false,2,6,3,"[""C- CAS A CL"", ""A- UCAS A CL"", ""F- CAS HORZ Flat CL""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Coil,Connection,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Coil,DZN,,false,2,15,9,"[""T- PRM HP"", ""N- PRM ( CONVT HP )"", ""C- STD"", ""P- PRM HI EFF - DED POS ( AC + HP )"", ""F- Entry Level ( AC )"", ""G- Entry Level ( AC + HP )"", ""A- Entry Level ( AC + HP )"", ""M- Ameristar China CL"", ""M- MP""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Coil,EFF,,false,2,6,4,"[""C- STD"", ""Z- STD Flat"", ""S- HI EFF"", ""S- HI""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Condenser,Cooling,,true,2,0,0,[],"[""3""]",100.0,false
AMERICAN STANDARD-TRANE,Condenser,Type,,false,2,2,2,"[""CTA- RMT ARCD"", ""WC- HP PKG""]","[""3"", ""2""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,AFUE,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,CTRL,,false,2,8,4,"[""S- 24 V"", ""C- COMM"", ""T- 24 V 40ng/J NOX"", ""D- COMM 40ng/J NOX""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,Cabinet Width,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,Configure,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,Gas Heat,,true,2,0,0,[],"[""3""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,Level,,false,2,4,2,"[""S- DZN"", ""L- ULNX""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,Motor,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,STG,,false,2,6,3,"[""1- SGL STG"", ""2- Two STG"", ""M- MODU""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Furnace,Tons CFM,,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Mini-Split,Type,,false,2,4,4,"[""M- IDU"", ""T- ODU"", ""4- HP"", ""L- LAC AC""]","[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Multi,Cooling,,true,2,0,0,[],"[""2"", ""3""]",100.0,false
AMERICAN STANDARD-TRANE,Multi,Trane Voltage,Voltage,true,2,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Package Rooftop Unit,Cooling,,true,2,0,0,[],"[""3""]",100.0,false
AMERICAN STANDARD-TRANE,Package Rooftop Unit,FA,,false,2,24,24,"[""A- None"", ""B- 0-25% MUDP"", ""C- 0-100% ECON DB CTRL"", ""D- 0-100% ECON REFC EHY CTRL"", ""E- 0-100% ECON DIFF EHY CTRL"", ""F- 0-100% ECON DB CTRL LL FAD"", ""G- 0-100% ECON REFC EHY CTRL LL FAD"", ""H- 0-100% ECON DIFF EHY CTRL LL FAD"", ""0- None"", ""A- Manual OA DMP 0–50%"", ""B- MTZ OA DMP 0–50%"", ""C- ECON DB 0–100% WO BARO RLF""]","[""1""]",100.0,false
AMERISTAR,Condenser,Revision,,true,2,0,0,[],"[""1""]",100.0,false
AMERISTAR,Mini-Split,Market/Ports,,false,2,14,7,"[""N- NAM"", ""0- NA"", ""1- SGL"", ""2- Duel"", ""3- Three"", ""4- Four"", ""5- Five""]","[""1""]",100.0,false
ARMSTRONG,Air Handler,Class,,true,2,0,0,[],"[""2""]",100.0,false
ARMSTRONG,Air Handler,Configure,,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Air Handler,Cooling,,true,2,0,0,[],"[""2""]",100.0,false
ARMSTRONG,Air Handler,Lennox Voltage,Voltage,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Air Handler,Metering Device,,true,2,0,0,[],"[""2""]",100.0,false
ARMSTRONG,Air Handler,Style,,false,2,4,2,"[""E- Enhanced"", ""S- SGL Piece""]","[""1""]",100.0,false
ARMSTRONG,Coil,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Condenser,CL PROT,,false,2,2,1,"[""L- LG""]","[""1""]",100.0,false
ARMSTRONG,Condenser,Class,,true,2,0,0,[],"[""1"", ""2""]",100.0,false
ARMSTRONG,Furnace,AFUE,,true,2,0,0,[],"[""1"", ""2""]",100.0,false
ARMSTRONG,Furnace,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Oil Furnace,Cabinet Width,,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Oil Furnace,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Oil Furnace,Stage,,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Package,FAM,,false,2,2,1,"[""RP- RES PKG""]","[""2""]",100.0,false
ARMSTRONG,Package,Motor,,true,2,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Package,Nox,,false,2,2,1,"[""L- Low""]","[""1""]",100.0,false
ASPEN,Coil,CONF,,false,2,13,10,"[""A- UCAS UF / DF"", ""C- CAS UF / DF"", ""E- CAS MP Versa CL"", ""B- CAS DED HORZ LaborSaver"", ""H- CAS DED HORZ slab CL"", ""M- MH CL"", ""P- CAS DED HORZ W attached PLM"", ""Q- CAS DED HORZ attach PLM + AUX DP"", ""R- CAS DED HORZ attach PLM + AUX DP 2nd gen"", ""S- CAS DED HORZ LaborSaver 2nd gen""]","[""1""]",100.0,false
ASPEN,Coil,Cabinet Width,,true,2,0,0,[],"[""3""]",100.0,false
ASPEN,Coil,Configure,,true,2,0,0,[],"[""1""]",100.0,false
ASPEN,Coil,Cooling,,true,2,0,0,[],"[""2""]",100.0,false
ASPEN,Coil,Metering Type,,false,2,12,7,"[""4- Non BLD AC or HP R2 TXV"", ""6- 20% BLD AC or HP R2 TXV"", ""B- 20% BLD AC or HP R1 TXV"", ""F- R1 ORF"", ""G- R2 ORF"", ""X- Non BLD AC or HP R1 TXV"", ""X- Non- BLD AC or HP R1 TXV""]","[""1""]",100.0,false
BAC,Cooling Tower,Fan h.p,,false,2,20,10,"[""J- 7.5"", ""K- 10"", ""L- 15"", ""M- 20"", ""N- 30"", ""P- 40"", ""Q- 50"", ""R- 60"", ""S- 75"", ""T- 100""]","[""1""]",100.0,false
BAC,Cooling Tower,Fill Height,,true,2,0,0,[],"[""2""]",100.0,false
BAC,Cooling Tower,Tower Length,,true,2,0,0,[],"[""2""]",100.0,false
BAC,Cooling Tower,Tower Width,,true,2,0,0,[],"[""2""]",100.0,false
BARD,Package,Configure,,true,2,0,0,[],"[""1""]",100.0,false
BELLANDGOSSETT,Package,Brand,,false,2,2,1,"[""BG- Bell & Gossett""]","[""2""]",100.0,false
BELLANDGOSSETT,Package,ENSD,,false,2,2,1,"[""P- PRE TEFC""]","[""1""]",100.0,false
BELLANDGOSSETT,Package,Frame Size,,false,2,10,5,"[""213- 213JM"", ""215- 215JM"", ""254- 254JM"", ""256- 256JM"", ""284- 284JM""]","[""3""]",100.0,false
BELLANDGOSSETT,Package,Header Sixe,,false,2,6,6,"[""6- 6 IN"", ""8- 8 IN"", ""06- 6 IN"", ""08- 8 IN"", ""10- 10 IN"", ""12- 12 IN""]","[""1"", ""2""]",100.0,false
BELLANDGOSSETT,Package,MTR h.p,,false,2,10,5,"[""H- 7.5"", ""J- 10"", ""K- 15"", ""L- 20"", ""M- 25""]","[""1""]",100.0,false
BELLANDGOSSETT,Package,Number Of Pumps,,false,2,4,2,"[""2- Duplex"", ""3- Triplex""]","[""1""]",100.0,false
BELLANDGOSSETT,Package,PWR,,false,2,6,3,"[""B- 230"", ""D- 460"", ""E- 575""]","[""1""]",100.0,false
BELLANDGOSSETT,Package,Pole / HZ / PH,,false,2,4,2,"[""4- 2 / 60 / 3"", ""8- 4 / 60 / 3""]","[""1""]",100.0,false
BELLANDGOSSETT,Package,Pump,,false,2,14,7,"[""2AD- 2AD"", ""2BD- 2BD"", ""25B- 2.5BB"", ""3AD- 3AD"", ""3BD- 3BD"", ""4BD- 4BD"", ""5BD- 5BD""]","[""3""]",100.0,false
BELLANDGOSSETT,Package,Pump STG,,false,2,6,3,"[""1- 100 + Standby or 50/50"", ""2- 50/50 + Standby or 33/33/33"", ""4- 33/33/33""]","[""1""]",100.0,false
BELLANDGOSSETT,Package,SER,,false,2,2,1,"[""HPS- HVAC PKG SYS""]","[""3""]",100.0,false
BELLANDGOSSETT,Package,Seal,,false,2,2,1,"[""S- STD""]","[""1""]",100.0,false
BELLANDGOSSETT,Package,Type,,false,2,2,1,"[""E- E1531""]","[""1""]",100.0,false
BOHN,Refrigeration Unit Coolers,PWR,,false,2,9,7,"[""B- V2"", ""C- V3"", ""D- V4"", ""E- V5"", ""A- V1"", ""M- V13"", ""Q- 220/1/50""]","[""1""]",100.0,false
BOSCH,Condenser,Brand,,false,2,2,1,"[""B- Bosch""]","[""1""]",100.0,false
BOSCH,Condenser,COMP Brand,,false,2,3,2,"[""M- MIT"", ""G- GMCC Midea group""]","[""1""]",100.0,false
BOSCH,Condenser,Class,,true,2,0,0,[],"[""1""]",100.0,false
BOSCH,Condenser,Cooling,,true,2,0,0,[],"[""2""]",100.0,false
BOSCH,Condenser,DISC Type,,false,2,3,2,"[""OV- Out VERT"", ""0V- Out VERT""]","[""2""]",100.0,false
BOSCH,Condenser,Energy Rating,,true,2,0,0,[],"[""2""]",100.0,false
BOSCH,Condenser,PWR SUP,,false,2,2,1,"[""M- V2""]","[""1""]",100.0,false
BOSCH,Condenser,Refrigerant,Refrigerant,true,2,0,0,[],"[""2""]",100.0,true
BOSCH,Condenser,Revision,,true,2,0,0,[],"[""1""]",100.0,false
BOSCH,Condenser,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
BOSCH,Mini-Split,Revision,,true,2,0,0,[],"[""2"", ""1""]",100.0,false
BOSCH,Mini-Split,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
BOSCH,Multi,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
BOSCH,Package Rooftop Unit,ARF,,false,2,4,2,"[""B- CONVT DF HORZ"", ""C- HORZ DISC""]","[""1""]",100.0,false
BOSCH,Package Rooftop Unit,Brand,,false,2,2,1,"[""B- Bosch""]","[""1""]",100.0,false
BOSCH,Package Rooftop Unit,COMP Type,,false,2,2,1,"[""D1- DC INV""]","[""2""]",100.0,false
BOSCH,Package Rooftop Unit,CTRL,,false,2,2,1,"[""W- Wired""]","[""1""]",100.0,false
BOSCH,Package Rooftop Unit,Class,,true,2,0,0,[],"[""1""]",100.0,false
BOSCH,Package Rooftop Unit,Cooling,,true,2,0,0,[],"[""2""]",100.0,false
BOSCH,Package Rooftop Unit,Energy Rating,,true,2,0,0,[],"[""2""]",100.0,false
BOSCH,Package Rooftop Unit,PWR SUP,,false,2,2,1,"[""M- V2""]","[""1""]",100.0,false
BOSCH,Package Rooftop Unit,Refrigerant,Refrigerant,true,2,0,0,[],"[""2""]",100.0,true
BOSCH,Package Rooftop Unit,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
BOSCH,Package Rooftop Unit,Unit Type,,false,2,2,1,"[""R- RTU""]","[""1""]",100.0,false
BOSCH,Water Source HP,APP,,false,2,6,4,"[""T- TXV"", ""S- STD RNG"", ""G- EXTD RNG W Sharder VAL"", ""G- EXTD RNG""]","[""1""]",50.0,false
BOSCH,Water Source HP,CAB,,false,2,23,14,"[""A- G90 Steel 1/2 IN STD 1.5LB DDEN FG"", ""C- G90 Steel 1/2 IN Closed Cell Foam"", ""D- G90 Steel 1/2 IN STD 1.5LB DDEN FG EQT"", ""F- G90 Steel 1/2 IN Closed Cell Foam EQT"", ""R- STD CAB + Sub-base"", ""S- No CAB + STD Sub-base"", ""T- No CAB or Sub-base"", ""H- PTD Steel 1/2 IN Foam"", ""M- PTD Steel 1/2 IN Foam W COMP BLK"", ""B- GALV Steel 1/2 IN STD 1.5LB DDEN FG"", ""E- T/A G90 Steel / 1/2 IN Closed Cell Foam"", ""J- T/A G90 Steel / 1/2 IN Closed Cell Foam EQT""]","[""1""]",50.0,false
BOSCH,Water Source HP,Cooling,,true,2,0,0,[],"[""3""]",50.0,false
BOSCH,Water Source HP,DA,,false,2,15,11,"[""X- NA"", ""T- Top"", ""F- Front"", ""R- Rear"", ""O- NA"", ""0- NA"", ""S- STR Thru"", ""E- End"", ""B- BTM"", ""S- STR Through"", ""E- End Blow""]","[""1""]",50.0,false
BOSCH,Water Source HP,ELEC HT,,false,2,10,5,"[""X- None"", ""A- 5 KW"", ""C- 10 KW"", ""D- 15 KW"", ""E- 20 KW""]","[""1""]",50.0,false
BOSCH,Water Source HP,MDL,,false,2,23,23,"[""AU- Aquarius"", ""CP- RES GEO 3000 SER"", ""BP- RES GEO 3000 SER"", ""EP- Enhanced PERF"", ""EM- Energy Miser"", ""ES- Enviro Saver"", ""EV- Enviro Seriers"", ""GS- GEO Saver"", ""GT- GEO"", ""LV- FHP SER"", ""MB- FHP SER"", ""MC- FHP SER""]","[""2""]",50.0,false
BOSCH,Water Source HP,PWR,,false,2,12,6,"[""0- V1"", ""1- V2"", ""2- V10"", ""3- V3"", ""4- V4"", ""5- V5""]","[""1""]",50.0,false
BRISTOL,Compressor,Revision,,true,2,0,0,[],"[""1""]",100.0,false
CARRIER-TOSHIBA,Multi,Aproval Agency,,false,2,2,1,"[""UL- UL USA CANA""]","[""2""]",100.0,false
CARRIER-TOSHIBA,Multi,Cooling,,true,2,0,0,[],"[""3""]",100.0,false
CARRIER-TOSHIBA,Multi,MFR LOC,,false,2,2,1,"[""P- Poland (Gniezno)""]","[""1""]",100.0,false
CARRIER-TOSHIBA,Multi,PWR SUP,,false,2,6,3,"[""2- V2"", ""6- V4"", ""9- V3""]","[""1""]",100.0,false
CARRIER-TOSHIBA,Multi,Refrigerant,Refrigerant,true,2,0,0,[],"[""2""]",100.0,true
CARRIER-TOSHIBA,Multi,Revision,,true,2,0,0,[],"[""1""]",100.0,false
CARRIER-TOSHIBA,Multi,Style,,false,2,2,1,"[""MM- Super MOD Multi SYS""]","[""2""]",100.0,false
CARRIER-TOSHIBA,Multi,Type,,false,2,12,6,"[""C- CLG"", ""D- Ducted"", ""K- HI Wall"", ""L- Console"", ""U- CASS"", ""Y- ODU""]","[""1""]",100.0,false
CARRIER/ICP,Air Handler,CAB / Metering,,false,2,5,3,"[""B- MOD / TXV"", ""X- SGL / TXV"", ""P- TXV""]","[""1""]",100.0,false
CARRIER/ICP,Air Handler,CFM Tons,,true,2,0,0,[],"[""2""]",100.0,false
CARRIER/ICP,Air Handler,Carrier Capacity,,true,2,0,0,[],"[""3"", ""2""]",100.0,false
CARRIER/ICP,Air Handler,Cooling Ton,,true,2,0,0,[],"[""2""]",100.0,false
CARRIER/ICP,Air Handler,FAM,,false,2,2,2,"[""FC- FCU"", ""B- FCU""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Air Handler,FI,,false,2,16,10,"[""GC- UPTD STD MTR + STD DR"", ""TC- UPTD ALT MTR + MED ST DR"", ""YC- UPTD ALT MTR + HI ST DR"", ""FD- PTD STD MTR + MED ST DR"", ""RD- PTD ALT MTR + MED ST DR"", ""WD- PTD ALT MTR + HI ST DR"", ""HC- UPTD STD MTR + DX MED ST DR"", ""ED- PTD STD MTR + DR"", ""HC- UPTD STD MTR + MED ST DR"", ""ED- PTD STD MTR + STD DR""]","[""2""]",100.0,false
CARRIER/ICP,Air Handler,Features,,false,2,3,3,"[""A- CU Tube AL Fin EVAP CL"", ""AL- AL FNT EVAP CL"", ""AT- TC CU Tube + AL Fin EVAP CL""]","[""1"", ""2""]",100.0,false
CARRIER/ICP,Air Handler,Product,,false,2,2,1,"[""F- FCU""]","[""1""]",100.0,false
CARRIER/ICP,Air Handler,Tier,,false,2,7,5,"[""J- COMF"", ""T- PERF"", ""Z- PERF 2 SPD"", ""E- INF VAR SPD MP"", ""5- ECM 5 SPD""]","[""1""]",100.0,false
CARRIER/ICP,Air Handler,Unit,,false,2,6,3,"[""V- VAR SPD ECM MTR V2"", ""F- ELEC FURN V2"", ""B- BLO CAB V1""]","[""1""]",100.0,false
CARRIER/ICP,Boiler,Fuel,,false,2,5,4,"[""N- NG"", ""P- LP"", ""H- HTG Oil"", ""L- LP""]","[""1""]",100.0,false
CARRIER/ICP,Boiler,Gas Heat,,true,2,0,0,[],"[""3""]",100.0,false
CARRIER/ICP,Chiller,CHLR,,false,2,2,2,"[""30RA- ARCD AquaSnap CHLR"", ""30GX- ARCD W COLK CTRL""]","[""4""]",100.0,false
CARRIER/ICP,Chiller,CTRL,,false,2,7,7,"[""-- STD"", ""E- NAV DISP W EM"", ""U- BNT COMM OPT"", ""W- EM + BNT COMM"", ""C- COLK W Quickset SGL Dial Set PT"", ""D- COLK W SCLMQ DISP"", ""E- COLK W SCLMQ DISP + EM MOD""]","[""1""]",100.0,false
CARRIER/ICP,Chiller,Convenience,,false,2,6,6,"[""--- SCLMQ DISP"", ""-E- EM board/ SCLMQ DISP"", ""-U- NAV / EM OPT / SERV port OPT"", ""-- SCLMQ DISP"", ""E- EM board/ SCLMQ DISP"", ""U- NAV / EM OPT / SERV port OPT""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Chiller,Description,,false,2,5,5,"[""30HXA- Condenserless LIQ CHLR"", ""30HXC- WC LIQ CHLR"", ""30HW- INDR LIQ CHLR"", ""30HK- Fluid CLD RECIP LIQ CHLR"", ""30HL- Condenserless RECIP LIQ CHLR""]","[""5"", ""4""]",100.0,false
CARRIER/ICP,Chiller,FI,,false,2,10,9,"[""--- None"", ""AA- MLC"", ""BA- SSV"", ""CA- MTB"", ""KA- MLC SSV"", ""LA- MLC MTB"", ""TA- SSV MTB"", ""ZB- MLC SSV MTB"", ""KA- STD""]","[""2""]",100.0,false
CARRIER/ICP,Chiller,PCG Code,,false,2,5,3,"[""1- STD DMST"", ""2- STD EXP"", ""3- EXP""]","[""1""]",100.0,false
CARRIER/ICP,Chiller,PWR,,false,2,22,13,"[""A- V5"", ""B- V12"", ""F- V4"", ""1- V5"", ""2- V12"", ""4- V17"", ""5- V3"", ""6- V4"", ""7- V17"", ""9- 400-3-50"", ""H- V11"", ""J- 415-3-50""]","[""1""]",100.0,false
CARRIER/ICP,Chiller,Spacer,,true,2,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Coil,APP,,false,2,6,6,"[""EH- EVAP HORZ"", ""EB- EVAP BLO"", ""M- CAS MP"", ""D- Ducted or CAS UF / DF"", ""U- CAS UF Only"", ""A- UCAS""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Coil,Finish,,false,2,5,5,"[""A- PTD"", ""B- Embossed"", ""P- PTD"", ""U- UCAS"", ""T- TRSN N""]","[""1""]",100.0,false
CARRIER/ICP,Coil,Installation,,false,2,11,8,"[""A- UCAS"", ""D- CAS UF / DF"", ""W- CAS UF / DF for narrower FURN"", ""M- CAS MP ( UF / DF / HORZ )"", ""H- Home or CAS HORZ"", ""P- PLM CL"", ""M- CAS MP (UF / DF / HORZ )"", ""H- CAS HORZ""]","[""1""]",100.0,false
CARRIER/ICP,Coil,Not Used,,false,2,2,1,"[""X- NA""]","[""1""]",100.0,false
CARRIER/ICP,Coil,Tubing DZN,,false,2,8,4,"[""M- MC"", ""C- CU"", ""L- AL"", ""T- TNP""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,Branding,,false,2,2,1,"[""G- Generic""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,CL,,false,2,15,15,"[""M- MULT REF CKT"", ""D- Dual REF CKT"", ""S- SGL REF CKT"", ""A- CU / AL"", ""B- Pre CTD ( CU / AL)"", ""C- EPC ( CU / AL)"", ""E- CU / CU"", ""G- AL / AL"", ""K- EPC AL / AL"", ""M- CU / AL W LHL GRD"", ""N- Pre CTD ( CU / AL) W LHL GRD"", ""P- EPC ( CU / AL) W LHL GRD""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,COMP,,false,2,6,6,"[""A- STD COMP"", ""C- VAV"", ""-- NA"", ""Z- SGL CKT SCL"", ""S- SGL CKT Semi HERM"", ""D- Dual CKT SCL""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,CONN,,false,2,5,5,"[""V- SWT / VAL"", ""A- SWT VAL"", ""G- SWT VAL + CG"", ""L- LG"", ""M- Mesh""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,CTRL,,false,2,2,2,"[""C- CXM"", ""0- None""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,FI,,false,2,11,11,"[""--- STD Dual CKT"", ""AA- STD Dual CKT"", ""AC- STD Unit VAV"", ""BA- STD Unit VAV"", ""DA- SGL CKT Unit"", ""FA- SGL CKT Unit VAV"", ""KA- SGL CKT Unit NFD"", ""LA- SGL CKT Unit VAV NFD"", ""HA- STD Unit NFD"", ""JA- STD Unit VAV NFD"", ""G- HGD""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Condenser,HTG,,false,2,2,1,"[""X- None""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,NA,,false,2,2,2,"[""--- NA"", ""0- None""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Condenser,PDT FAM,,false,2,6,3,"[""H- RES HP"", ""V- VAR SPD"", ""S- SGL STG""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,REF,,false,2,4,4,"[""4- R2"", ""S- R2"", ""A- R1"", ""L- R2""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,STG,,false,2,3,2,"[""S- SGL"", ""T- Dual""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,Style,,false,2,2,2,"[""HC- HORZ COND"", ""C- R2 COND""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Furnace,ARF,,false,2,14,14,"[""A- HTG Only"", ""B- Low CFM"", ""C- MED CFM"", ""D- HI CFM"", ""E- 2 Ton AC"", ""G- 3 Ton AC"", ""J- 4 Ton AC"", ""L- 5 Ton AC"", ""E- 2 Ton"", ""G- 3 Ton"", ""H- 3.5 Ton"", ""J- 4 Ton""]","[""1""]",100.0,false
CARRIER/ICP,Furnace,Configure,,true,2,0,0,[],"[""2"", ""1""]",100.0,false
CARRIER/ICP,Furnace,EFF,,false,2,13,13,"[""0- STD NOX"", ""1- LNOX"", ""2- +92 AFUE"", ""3- +93 AFUE"", ""5- +95 AFUE"", ""6- +96 AFUE"", ""7- +97 AFUE"", ""8- +98 AFUE"", ""A- 80% IC COMB"", ""B- 90% IC COMB"", ""C- 90% IC COMB DV"", ""D- 79% Oil""]","[""1""]",100.0,false
CARRIER/ICP,Furnace,Feature,,false,2,20,18,"[""L- LNOX"", ""T- Two STG"", ""1- One SGL Pipe"", ""2- Two Pipe"", ""D- 1 or 2 Pipe"", ""N- SGL STG"", ""P- PVC Vent"", ""V- VAR SPD"", ""X- Extra EFF"", ""B- Base AFUE EFF"", ""E- Extra AFUE EFF"", ""C- COMM""]","[""1""]",100.0,false
CARRIER/ICP,Furnace,HTG STG,,false,2,7,4,"[""S- SGL STG"", ""T- Two STG"", ""M- MODU"", ""C- SGL STC COMM""]","[""1""]",100.0,false
CARRIER/ICP,Furnace,HX,,false,2,4,4,"[""A- Plan Steel"", ""B- CTD Steel"", ""G- ALS Primary Polypropylene Secondary"", ""C- ALS""]","[""1""]",100.0,false
CARRIER/ICP,Furnace,Tier,,false,2,11,11,"[""B- Base"", ""C- COMF"", ""E- EXP"", ""P- PERF"", ""N- INF"", ""U- ULNX"", ""0- Base"", ""1- Legacy"", ""2- Preferred"", ""3- ULNX"", ""8- Evolution""]","[""1""]",100.0,false
CARRIER/ICP,Furnace,Tons CFM,,true,2,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Heater Kit,Revision,,true,2,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Mini-Split,CL / SYS,,false,2,8,4,"[""D- Ducted Style - INDR FCU"", ""Q- HP"", ""H- HI Wall"", ""R- ODU""]","[""1""]",100.0,false
CARRIER/ICP,Mini-Split,ICP Voltage,Voltage,true,2,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Mini-Split,INDR FCU,,false,2,17,17,"[""-- - NA"", ""AA- 1:1 Max CL CONN"", ""AB- 1:2 Max CL CONN"", ""AC- 1:3 Max CL CONN"", ""AD- 1:4 Max CL CONN"", ""AE- 1:5 Max CL CONN"", ""XA- NA"", ""-- NA"", ""A- 1:1 Max CL CONN"", ""B- HI Wall INDR or or 1:2 Max CL CONN"", ""C- CASS INDR or 1:3 Max CL CONN"", ""D- 1:4 Max CL CONN""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Mini-Split,Max FCU,,false,2,5,5,"[""C- 3"", ""D- 4"", ""E- 5"", ""F- 6"", ""B- 1 To 1""]","[""1""]",100.0,false
CARRIER/ICP,Mini-Split,PWR,,false,2,2,2,"[""3- V2"", ""E- V2""]","[""1""]",100.0,false
