Customer Name,Customer Number,Customer Key,Source,Last Billing Date (Any Stream)
Firestone Industrial Products,IN990117,IN990117SERV_GP,SERV_GP,2025-12-18 00:00:00
First Baptist Church Kingsport Inc,TN992159,TN992159SERV_GP,SERV_GP,2025-06-01 00:00:00
First Baptist Church Of Bowling Green,FIRSTBAPTIST,FIRSTBAPTISTMECH_GP,MECH_GP,2025-11-01 00:00:00
First Baptist Church Of Bowling Green,LV990389,LV990389SERV_GP,SERV_GP,2025-11-01 00:00:00
First Baptist Church Of Chattanooga,TN991884,TN991884SERV_GP,SERV_GP,2022-07-01 00:00:00
First Baptist Church Of Greencastle,IN990505,IN990505SERV_GP,SERV_GP,2025-12-18 00:00:00
First Baptist Church Sweetwater,TN991734,TN991734SERV_GP,SERV_GP,2022-08-23 00:00:00
First Exchange Bank,WV990271,WV990271SERV_GP,SERV_GP,2025-11-30 00:00:00
First Federal Bank Burns,NV15044,NV15044SERV_GP,SERV_GP,2025-11-01 00:00:00
First Federal Bank Centerville,NV15048,NV15048SERV_GP,SERV_GP,2025-11-01 00:00:00
First Federal Bank Charlotte,NV15050,NV15050SERV_GP,SERV_GP,2025-11-01 00:00:00
First Federal Bank Dickson,NV15045,NV15045SERV_GP,SERV_GP,2025-11-01 00:00:00
First Federal Bank Fairview,NV15049,NV15049SERV_GP,SERV_GP,2025-11-01 00:00:00
First Federal Bank Hwy 46 Dickson,NV15046,NV15046SERV_GP,SERV_GP,2025-11-01 00:00:00
First Federal Bank Main,NV15047,NV15047SERV_GP,SERV_GP,2025-11-03 00:00:00
First Federal Bank Mcewen,NV15053,NV15053SERV_GP,SERV_GP,2025-11-13 00:00:00
First Federal Bank Vanleer,NV15051,NV15051SERV_GP,SERV_GP,2025-11-01 00:00:00
First Federal Bank White Bluff,NV15052,NV15052SERV_GP,SERV_GP,2025-11-01 00:00:00
First Highland Group,CN991859,CN991859SERV_GP,SERV_GP,2023-11-20 00:00:00
First Highland Management & Development Co,FIRST HIGHLAND,FIRST HIGHLANDMECH_GP,MECH_GP,2023-10-01 00:00:00
First Horizon Bank,FTN001,FTN001SERV_GP,SERV_GP,2025-09-24 00:00:00
First Medical Plaza,DY991114,DY991114SERV_GP,SERV_GP,2025-10-01 00:00:00
First Methodist Church Of Sweetwater,TN992180,TN992180SERV_GP,SERV_GP,2025-07-01 00:00:00
First Presbyterian Church,IN990484,IN990484SERV_GP,SERV_GP,2026-01-09 00:00:00
First Presbyterian Church Of Nashville,NV00140,NV00140SERV_GP,SERV_GP,2026-01-01 00:00:00
First Student Inc.,CN980095,CN980095SERV_GP,SERV_GP,2025-12-09 00:00:00
First Tennessee Bank - Billing,TN991650,TN991650SERV_GP,SERV_GP,2025-12-12 00:00:00
First United Methodist Church - Murfreesboro,NV00105,NV00105SERV_GP,SERV_GP,2022-01-19 00:00:00
First United Methodist Church Of Oak Ridge,TN991906,TN991906SERV_GP,SERV_GP,2023-02-01 00:00:00
Fischer Stainless Steel Tubing,NV00148,NV00148SERV_GP,SERV_GP,2025-11-01 00:00:00
Fisher Auto Parts,FISHER AUTO PAR,FISHER AUTO PARMECH_GP,MECH_GP,2019-06-01 00:00:00
Fisher Scientific,CN950156,CN950156SERV_GP,SERV_GP,2023-08-11 00:00:00
"Fisher, Rich","FISHER, RICH","FISHER, RICHMECH_GP",MECH_GP,2007-11-01 00:00:00
Fishers Medical Group C/O Alo Property Management,IN990402,IN990402SERV_GP,SERV_GP,2025-12-03 00:00:00
Fithian Etowah Spe Llc,CN992254,CN992254SERV_GP,SERV_GP,2023-10-16 00:00:00
Fitworks Holding Llc,FITWORKS,FITWORKSMECH_GP,MECH_GP,2009-10-01 00:00:00
Five Below,CN992002,CN992002SERV_GP,SERV_GP,2022-02-01 00:00:00
Fives,CN990944,CN990944SERV_GP,SERV_GP,2022-02-08 00:00:00
Fives Intralogistics Corp,LV990527,LV990527SERV_GP,SERV_GP,2025-10-01 00:00:00
Flagship Alysheba Lexington Llc C/O Flagship Healthcare Property,LX990376,LX990376SERV_GP,SERV_GP,2025-12-17 00:00:00
Flagship Healthcare Properties Llc,NV00135,NV00135SERV_GP,SERV_GP,2022-08-31 00:00:00
Flagship Knoxville Parkside Llc C/O Flagship Healthcare Properti,TN992098,TN992098SERV_GP,SERV_GP,2025-12-31 00:00:00
Flagship New Albany Grant Line Llc C/O Flagship Healthcare Prope,LV990457,LV990457SERV_GP,SERV_GP,2025-12-02 00:00:00
Flagship Physicians Jackson Llc C/O Flagship Healthcare Properti,NV15065,NV15065SERV_GP,SERV_GP,2024-09-01 00:00:00
Flat Rock Industrial Holdings Lp C/O Cbre,NV00100,NV00100SERV_GP,SERV_GP,2021-01-01 00:00:00
Fleming County Hospital,LX990486,LX990486SERV_GP,SERV_GP,2025-08-01 00:00:00
Fleming County Schools,LX990398,LX990398SERV_GP,SERV_GP,2025-10-17 00:00:00
Flex N Gate,TN992131,TN992131SERV_GP,SERV_GP,2026-01-02 00:00:00
Flexpac,IN990131,IN990131SERV_GP,SERV_GP,2025-12-03 00:00:00
Flint Group,CN992045,CN992045SERV_GP,SERV_GP,2025-09-01 00:00:00
Flint Group,FLINT GROUP,FLINT GROUPMECH_GP,MECH_GP,2008-12-01 00:00:00
Florence Baptist Church,CN960042,CN960042SERV_GP,SERV_GP,2021-05-12 00:00:00
Florim Usa,NV00012,NV00012SERV_GP,SERV_GP,2021-04-01 00:00:00
Flowers Bakery,LX990449,LX990449SERV_GP,SERV_GP,2024-01-27 00:00:00
Flowers Baking Co. Of Knoxville,TN992106,TN992106SERV_GP,SERV_GP,2023-06-06 00:00:00
Flowers Baking Company Crossville,NV15023,NV15023SERV_GP,SERV_GP,2025-04-01 00:00:00
Fluid Handling Technology,IN990390,IN990390SERV_GP,SERV_GP,2021-12-02 00:00:00
"Flutes Hanna Ave, Llc",IN990420,IN990420SERV_GP,SERV_GP,2026-01-08 00:00:00
Focalpoint Communications,CN990231,CN990231SERV_GP,SERV_GP,2025-11-01 00:00:00
Forest Chapel Umc,CN992245,CN992245SERV_GP,SERV_GP,2024-12-20 00:00:00
Forever Fitness,CN992097,CN992097SERV_GP,SERV_GP,2020-12-04 00:00:00
Forrest Burdette U.M.C.,WV970133,WV970133SERV_GP,SERV_GP,2025-12-08 00:00:00
Foundation Dental Partners Management Llc Dba Knoxville Dental,TN992134,TN992134SERV_GP,SERV_GP,2025-11-01 00:00:00
Four Star Mechanical,CN991830,CN991830SERV_GP,SERV_GP,2025-10-23 00:00:00
Fox 56 News (Wdky),LX990425,LX990425SERV_GP,SERV_GP,2023-01-11 00:00:00
Foxx Construction,FOXX,FOXXMECH_GP,MECH_GP,2021-03-01 00:00:00
Franciscan St. Francis Health - Carmel,IN990242,IN990242SERV_GP,SERV_GP,2021-10-01 00:00:00
Franklin Brazing,CN991985,CN991985SERV_GP,SERV_GP,2025-11-05 00:00:00
Franklin Brazing & Metal Treatment,FRANKLIN BRAZIN,FRANKLIN BRAZINMECH_GP,MECH_GP,2020-12-01 00:00:00
Freed-Hardeman University,NV00090,NV00090SERV_GP,SERV_GP,2022-08-01 00:00:00
"Freeman Expositions, Llc",NV00047,NV00047SERV_GP,SERV_GP,2020-10-01 00:00:00
Freeman Schwabe,CN992003,CN992003SERV_GP,SERV_GP,2025-07-29 00:00:00
Freeman Schwabe,FREEMAN SCHWABE,FREEMAN SCHWABEMECH_GP,MECH_GP,2020-10-01 00:00:00
Fresenius Kidney Care,LX990264,LX990264SERV_GP,SERV_GP,2025-11-03 00:00:00
"Fresenius Kidney Care, Fms Liberty Milford",CN991848,CN991848SERV_GP,SERV_GP,2025-11-01 00:00:00
"Fresenius Kidney Care, Fms West Hamilton",CN991849,CN991849SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care,NV00063,NV00063SERV_GP,SERV_GP,2021-07-06 00:00:00
Fresenius Medical Care,WV200316,WV200316SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care,WV990225,WV990225SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Beckley Solar Dr,WV990175,WV990175SERV_GP,SERV_GP,2025-12-30 00:00:00
Fresenius Medical Care - Belpre,WV990238,WV990238SERV_GP,SERV_GP,2025-12-11 00:00:00
Fresenius Medical Care - Boone County,CN991579,CN991579SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Charleston,WV990077,WV990077SERV_GP,SERV_GP,2021-08-16 00:00:00
Fresenius Medical Care - Dunbar,WV990091,WV990091SERV_GP,SERV_GP,2025-12-12 00:00:00
Fresenius Medical Care - Edgewood,CN991580,CN991580SERV_GP,SERV_GP,2023-01-06 00:00:00
Fresenius Medical Care - Fairfield,CN991575,CN991575SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Franklin,NV00068,NV00068SERV_GP,SERV_GP,2021-07-06 00:00:00
Fresenius Medical Care - Gallipolis,WV990092,WV990092SERV_GP,SERV_GP,2025-11-11 00:00:00
Fresenius Medical Care - Glasgow,NV00066,NV00066SERV_GP,SERV_GP,2021-07-06 00:00:00
Fresenius Medical Care - Goodman Ave,CN991810,CN991810SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Grove City,DY990943,DY990943SERV_GP,SERV_GP,2025-09-01 00:00:00
Fresenius Medical Care - Hamilton,CN991576,CN991576SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Huntington,WV990095,WV990095SERV_GP,SERV_GP,2021-08-10 00:00:00
Fresenius Medical Care - Jackson,WV990101,WV990101SERV_GP,SERV_GP,2024-08-23 00:00:00
Fresenius Medical Care - Kings Mills,CN991578,CN991578SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Lyda Avenue,NV00067,NV00067SERV_GP,SERV_GP,2021-07-06 00:00:00
Fresenius Medical Care - Marietta Oh,WV990147,WV990147SERV_GP,SERV_GP,2025-11-26 00:00:00
Fresenius Medical Care - Ripley,WV990093,WV990093SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Southwest Lexington,LX990326,LX990326SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Talawanda,CN991577,CN991577SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care - Washington Courthouse,DY990940,DY990940SERV_GP,SERV_GP,2025-11-01 00:00:00
Fresenius Medical Care Himg,WV990149,WV990149SERV_GP,SERV_GP,2025-06-01 00:00:00
Fresenius Medical Care North America,IN990293,IN990293SERV_GP,SERV_GP,2026-01-05 00:00:00
Fresenius Medical Care Powell Tn,TN992048,TN992048SERV_GP,SERV_GP,2025-08-11 00:00:00
Fresenius Medical Care Tri Cities - Billing,TN991938,TN991938SERV_GP,SERV_GP,2025-08-27 00:00:00
Freshies Ice Cream And Soda,LX990431,LX990431SERV_GP,SERV_GP,2023-07-28 00:00:00
Freudenburg Medical Llc,LV990470,LV990470SERV_GP,SERV_GP,2025-12-04 00:00:00
Fritz Farm Retail Company Llc C/O Bayer Properties Llc,LX990360,LX990360SERV_GP,SERV_GP,2025-09-22 00:00:00
Frontier A Citizens Communications Company,TN200209,TN200209SERV_GP,SERV_GP,2025-09-01 00:00:00
Frontier Communications,WV200209,WV200209SERV_GP,SERV_GP,2026-01-01 00:00:00
"Frontier Communications Corporate Services, Inc.",CN991391,CN991391SERV_GP,SERV_GP,2026-01-01 00:00:00
"Frontier, A Citizens Communications Company",WV990097,WV990097SERV_GP,SERV_GP,2022-04-30 00:00:00
"Frye Mechanical, Inc.",FRYE,FRYEMECH_GP,MECH_GP,2015-07-01 00:00:00
Fsf Manufacturing Inc,LX990396,LX990396SERV_GP,SERV_GP,2022-05-21 00:00:00
Ft Scott Hoa,CN992260,CN992260SERV_GP,SERV_GP,2023-10-31 00:00:00
Full Beauty Brands,IN990392,IN990392SERV_GP,SERV_GP,2021-07-23 00:00:00
Furlong Building,CN992035,CN992035SERV_GP,SERV_GP,2025-11-01 00:00:00
Furlong Building Enterprises,FURLONG,FURLONGMECH_GP,MECH_GP,2026-01-01 00:00:00
Fuzzy Zoeller'S Golf Courses,LV990307,LV990307SERV_GP,SERV_GP,2024-06-12 00:00:00
G & D Chillers,DY991028,DY991028SERV_GP,SERV_GP,2023-06-20 00:00:00
G & J Pepsi,G & J PEPSI,G & J PEPSIMECH_GP,MECH_GP,2010-06-01 00:00:00
G.L.R. Inc,GLR INC,GLR INCMECH_GP,MECH_GP,2012-03-01 00:00:00
Gaiam,CN992025,CN992025SERV_GP,SERV_GP,2024-06-01 00:00:00
Galatians Too Iii Iv Llc,DY991119,DY991119SERV_GP,SERV_GP,2024-07-26 00:00:00
Galatians Too Llc C/O Equity,DY990986,DY990986SERV_GP,SERV_GP,2021-12-13 00:00:00
Gallant Building Solutions,GALLANT,GALLANTMECH_GP,MECH_GP,2021-08-01 00:00:00
Gambro Healthcare,GAMBRO,GAMBROMECH_GP,MECH_GP,2005-12-01 00:00:00
"Games & Things, Inc.",TN991671,TN991671SERV_GP,SERV_GP,2021-09-20 00:00:00
Gandy Seafood Market,NV00153,NV00153SERV_GP,SERV_GP,2021-06-04 00:00:00
"Gardner Business Media, Inc.",CN991046,CN991046SERV_GP,SERV_GP,2026-01-07 00:00:00
Garrard County Fiscal Court,LX990428,LX990428SERV_GP,SERV_GP,2025-09-01 00:00:00
Gary Bowers - Residence,TN991979,TN991979SERV_GP,SERV_GP,2021-09-24 00:00:00
Gary Fultheim,LX990350,LX990350SERV_GP,SERV_GP,2025-01-28 00:00:00
Gaslight Court,LV990139,LV990139SERV_GP,SERV_GP,2025-06-01 00:00:00
Gate Of Heaven Cemetery,CN950205,CN950205SERV_GP,SERV_GP,2025-12-03 00:00:00
Gateway Holdings Llc,CN950402,CN950402SERV_GP,SERV_GP,2025-10-01 00:00:00
"Gbbn Architects, Inc.",GBBN,GBBNMECH_GP,MECH_GP,2011-04-01 00:00:00
Gc Contracting Inc,GC CONTRACTING,GC CONTRACTINGMECH_GP,MECH_GP,2008-04-01 00:00:00
Gc Partners,GC PARTNERS,GC PARTNERSMECH_GP,MECH_GP,2020-05-01 00:00:00
Gcp Applied Technologies Inc,NV15079,NV15079SERV_GP,SERV_GP,2025-12-01 00:00:00
Gdi Construction Corp.,GDI,GDIMECH_GP,MECH_GP,2025-06-01 00:00:00
Gdoba - Kingston Pike,TN991433,TN991433SERV_GP,SERV_GP,2023-11-27 00:00:00
Ge On Wing Support,CN990025,CN990025SERV_GP,SERV_GP,2025-09-01 00:00:00
Gencanna Acquisition Corp,LX990489,LX990489SERV_GP,SERV_GP,2025-12-19 00:00:00
Genera Energy Inc,TN991902,TN991902SERV_GP,SERV_GP,2025-12-29 00:00:00
General Cable,LX990085,LX990085SERV_GP,SERV_GP,2025-12-03 00:00:00
General Polymers,CN991549,CN991549SERV_GP,SERV_GP,2021-12-16 00:00:00
General Polymers,GENERAL,GENERALMECH_GP,MECH_GP,2021-11-01 00:00:00
Genesco Journey'S,NV00146,NV00146SERV_GP,SERV_GP,2021-10-12 00:00:00
Gentherm Medical,CN992223,CN992223SERV_GP,SERV_GP,2023-06-28 00:00:00
George Steel Fabricating,CN992213,CN992213SERV_GP,SERV_GP,2023-01-05 00:00:00
"George Steel Fabricating, Inc",GEORGE STEEL,GEORGE STEELMECH_GP,MECH_GP,2007-10-01 00:00:00
Georgetown College,GEORGETOWN,GEORGETOWNMECH_GP,MECH_GP,2026-01-01 00:00:00
Georgetown Community Hospital C/O Jones Lang Lasale Americas Inc,LX990257,LX990257SERV_GP,SERV_GP,2026-01-01 00:00:00
Gf Frank & Sons,CN991943,CN991943SERV_GP,SERV_GP,2025-12-05 00:00:00
Gf Frank & Sons Inc.,GF FRANK,GF FRANKMECH_GP,MECH_GP,2020-05-01 00:00:00
Ggc Partnership,TN992133,TN992133SERV_GP,SERV_GP,2025-11-01 00:00:00
Ghent Manuafacturing,GHENT,GHENTMECH_GP,MECH_GP,2025-10-01 00:00:00
"Gideon Construction, Llc",GIDEON,GIDEONMECH_GP,MECH_GP,2009-10-01 00:00:00
Gideons International,GID001,GID001SERV_GP,SERV_GP,2025-11-01 00:00:00
Gilkey Windows,CN991199,CN991199SERV_GP,SERV_GP,2025-12-16 00:00:00
Girl Scouts Of Indiana,IN990310,IN990310SERV_GP,SERV_GP,2025-11-12 00:00:00
Girl Scouts Of Ky Wilderness Road Council,CN992356,CN992356SERV_GP,SERV_GP,2025-07-09 00:00:00
Glasgow City Hall,LV990378,LV990378SERV_GP,SERV_GP,2023-04-07 00:00:00
Glenn H. Johnson Const.Co,GLENHJOHNSON,GLENHJOHNSONMECH_GP,MECH_GP,2025-11-01 00:00:00
Gloria Dei Lutheran Church,TN950645,TN950645SERV_GP,SERV_GP,2025-11-01 00:00:00
Gmjf Fitness Llc,CN992336,CN992336SERV_GP,SERV_GP,2025-10-01 00:00:00
Gnc,DY990918,DY990918SERV_GP,SERV_GP,2020-10-01 00:00:00
Good Fortune Inc,NV15094,NV15094SERV_GP,SERV_GP,2025-06-08 00:00:00
Good Huber Mob Llc C/O Equity,DY990978,DY990978SERV_GP,SERV_GP,2024-12-01 00:00:00
Good Shepherd Home,DY991084,DY991084SERV_GP,SERV_GP,2024-01-01 00:00:00
Goodlettsville Church Of The Nazarene,GOO001,GOO001SERV_GP,SERV_GP,2025-01-23 00:00:00
Goodwill Industries Of Ky,LV990472,LV990472SERV_GP,SERV_GP,2026-01-04 00:00:00
Goodwill Southern Indiana,LV990318,LV990318SERV_GP,SERV_GP,2025-12-01 00:00:00
"Gordian Design & Construction, Inc.",CN991909,CN991909SERV_GP,SERV_GP,2025-11-01 00:00:00
"Gordian Design & Construction, Inc.",GORDIAN,GORDIANMECH_GP,MECH_GP,2026-01-01 00:00:00
Gorilla Glue,CN991412,CN991412SERV_GP,SERV_GP,2026-01-01 00:00:00
Gosiger Machine Tools,IN990453,IN990453SERV_GP,SERV_GP,2025-10-01 00:00:00
"Gould & Smith Crane Rental, Inc.",GOULD & SMITH,GOULD & SMITHMECH_GP,MECH_GP,2015-07-01 00:00:00
Gp-Cm Lockerbie Partners Llc C/O Citimark Management,IN990380,IN990380SERV_GP,SERV_GP,2025-12-29 00:00:00
"Graham Packaging Company, Inc.",GRAHAM PACKAGIN,GRAHAM PACKAGINMECH_GP,MECH_GP,2005-12-01 00:00:00
Grand Park Sports & Entertainment,IN990493,IN990493SERV_GP,SERV_GP,2025-12-16 00:00:00
Granger Construction Company,GRANGER CONST,GRANGER CONSTMECH_GP,MECH_GP,2025-12-01 00:00:00
Grant County Board Of Education,GRANT COUNTY,GRANT COUNTYMECH_GP,MECH_GP,2012-10-01 00:00:00
Graphic Packaging,LV990054,LV990054SERV_GP,SERV_GP,2025-09-01 00:00:00
Graphic Village,GRAPHIC VILLAGE,GRAPHIC VILLAGEMECH_GP,MECH_GP,2020-10-01 00:00:00
Graphic Village Blue Ash,CN991976,CN991976SERV_GP,SERV_GP,2021-02-25 00:00:00
Graybar,IN990324,IN990324SERV_GP,SERV_GP,2022-12-19 00:00:00
Grayson Bmw/Mini Of Knoxville,TN991876,TN991876SERV_GP,SERV_GP,2021-11-09 00:00:00
Great Clips Ohio,CN991826,CN991826SERV_GP,SERV_GP,2025-11-01 00:00:00
Great Lakes Ace Hardware,LX990445,LX990445SERV_GP,SERV_GP,2025-11-01 00:00:00
Great Lakes Cheese,NV00165,NV00165SERV_GP,SERV_GP,2024-09-16 00:00:00
Great Lakes Coca Cola Distribution,COC001,COC001SERV_GP,SERV_GP,2024-03-27 00:00:00
Great Parks Of Hamilton County,CN992154,CN992154SERV_GP,SERV_GP,2025-09-01 00:00:00
Great Smoky Mountains Heritage Center,TN991947,TN991947SERV_GP,SERV_GP,2022-04-01 00:00:00
Greater Clark County Schools,GREATER CLARK,GREATER CLARKMECH_GP,MECH_GP,2026-01-01 00:00:00
Greater Clark County Schools,LV990425,LV990425SERV_GP,SERV_GP,2026-01-01 00:00:00
Greater Dayton Surgery Center,DY990862,DY990862SERV_GP,SERV_GP,2025-11-06 00:00:00
Greater Faith Church,LV990507,LV990507SERV_GP,SERV_GP,2024-12-12 00:00:00
Greater Hamilton Civic Theater,GHCT,GHCTMECH_GP,MECH_GP,2005-09-01 00:00:00
Green County Jail,DY990028,DY990028SERV_GP,SERV_GP,2021-02-12 00:00:00
Green Hills Grille,NV15021,NV15021SERV_GP,SERV_GP,2022-10-07 00:00:00
Green Hills Office Partners Llc C/O Brookside Properties Inc,NV00174,NV00174SERV_GP,SERV_GP,2025-11-01 00:00:00
Green Tree Mall,LV990454,LV990454SERV_GP,SERV_GP,2024-06-27 00:00:00
Greene County Ohio,GREENE COUNTY,GREENE COUNTYMECH_GP,MECH_GP,2020-07-01 00:00:00
"Greene Crossings, Llc",DY991017,DY991017SERV_GP,SERV_GP,2022-04-30 00:00:00
"Greenfield Global Usa, Inc.",LV990314,LV990314SERV_GP,SERV_GP,2022-03-24 00:00:00
Greenup County Detention Center,LX990342,LX990342SERV_GP,SERV_GP,2022-06-24 00:00:00
Greenup County Fiscal Court,GREENUP COUNTY,GREENUP COUNTYMECH_GP,MECH_GP,2019-12-01 00:00:00
Greif,CN991651,CN991651SERV_GP,SERV_GP,2023-08-11 00:00:00
Greyhound Tavern,GREYHOUND,GREYHOUNDMECH_GP,MECH_GP,2008-06-01 00:00:00
Griffin Elite Sports & Wellness,CN992281,CN992281SERV_GP,SERV_GP,2025-11-11 00:00:00
Griffin Powell Properties,LV990331,LV990331SERV_GP,SERV_GP,2021-09-02 00:00:00
"Griffith Group, Llc",CN991935,CN991935SERV_GP,SERV_GP,2025-07-01 00:00:00
Grubb & Ellis Management Services,GRUBB & ELLIS,GRUBB & ELLISMECH_GP,MECH_GP,2006-05-01 00:00:00
Gw Richmond Excel Llc,TF990002,TF990002SERV_GP,SERV_GP,2025-05-30 00:00:00
Gxo Logistics Supply Chain Inc,DY991174,DY991174SERV_GP,SERV_GP,2025-11-03 00:00:00
H&H Design-Build,LV990509,LV990509SERV_GP,SERV_GP,2025-03-01 00:00:00
H&H Properties,TN992085,TN992085SERV_GP,SERV_GP,2025-11-01 00:00:00
H&R Block,TN991762,TN991762SERV_GP,SERV_GP,2023-03-28 00:00:00
H&W Management,LX990466,LX990466SERV_GP,SERV_GP,2025-12-29 00:00:00
H.T. Hackney Co.,TN991736,TN991736SERV_GP,SERV_GP,2024-09-30 00:00:00
Habegger Corp - Cac,HABE,HABEMECH_GP,MECH_GP,2022-11-01 00:00:00
Habilitation Services,HABILITATION,HABILITATIONMECH_GP,MECH_GP,2005-11-01 00:00:00
Habitat For Humanity Knoxville,TN992013,TN992013SERV_GP,SERV_GP,2023-06-27 00:00:00
"Hal-Pe Design-Build, Inc.",HAL-PE DESIGN,HAL-PE DESIGNMECH_GP,MECH_GP,2014-05-01 00:00:00
Hamilton Health Care System C/O Realty Trust Group,TN991985,TN991985SERV_GP,SERV_GP,2025-12-19 00:00:00
Hamilton Safe,CN992265,CN992265SERV_GP,SERV_GP,2025-12-30 00:00:00
Hamilton Safe,HAMILTON SAFE,HAMILTON SAFEMECH_GP,MECH_GP,2022-07-01 00:00:00
Hamilton Township Trustees,HAMILTON TWSP,HAMILTON TWSPMECH_GP,MECH_GP,2014-04-01 00:00:00
Hammacher Schlemmer,CN992066,CN992066SERV_GP,SERV_GP,2024-03-01 00:00:00
Hampton Lumber Sales,IN990511,IN990511SERV_GP,SERV_GP,2025-07-25 00:00:00
Hanger,CN991172,CN991172SERV_GP,SERV_GP,2023-08-01 00:00:00
Harlan County Fiscal Court,HARLAN COUNTY,HARLAN COUNTYMECH_GP,MECH_GP,2021-06-01 00:00:00
Harmony At Tucker Station,LV990482,LV990482SERV_GP,SERV_GP,2025-05-19 00:00:00
Harper,TN992101,TN992101SERV_GP,SERV_GP,2022-11-18 00:00:00
Harper Acura,TN992154,TN992154SERV_GP,SERV_GP,2025-12-29 00:00:00
Harper Green House,TN992158,TN992158SERV_GP,SERV_GP,2025-11-01 00:00:00
Harper Infiniti,TN992147,TN992147SERV_GP,SERV_GP,2024-07-01 00:00:00
Harper Jaguar,TN992160,TN992160SERV_GP,SERV_GP,2024-08-29 00:00:00
Harper Jeep,TN991948,TN991948SERV_GP,SERV_GP,2025-12-16 00:00:00
Harrington Plastics,HARRINGTON,HARRINGTONMECH_GP,MECH_GP,2013-09-01 00:00:00
Harrison Oh Partners,CN992105,CN992105SERV_GP,SERV_GP,2021-12-21 00:00:00
Harvia Us Inc,WV990282,WV990282SERV_GP,SERV_GP,2025-04-01 00:00:00
Hasfam Llc C/O Premier Property Management Llc,TN991988,TN991988SERV_GP,SERV_GP,2025-03-01 00:00:00
Hatcher Hill Investment Group Iv Llc,TN991890,TN991890SERV_GP,SERV_GP,2025-11-03 00:00:00
Hatcher Hill Properties,TN991877,TN991877SERV_GP,SERV_GP,2025-12-19 00:00:00
"Hayden Company, Inc.",HAYDEN,HAYDENMECH_GP,MECH_GP,2008-06-01 00:00:00
Hayes Endocrine And Diabetes Center,HAY002,HAY002SERV_GP,SERV_GP,2022-04-14 00:00:00
Hayneedle,HAYNEEDLE,HAYNEEDLEMECH_GP,MECH_GP,2019-10-01 00:00:00
Hazama Corp,HAZAMA,HAZAMAMECH_GP,MECH_GP,2009-10-01 00:00:00
"Hbc-Ii, Llc","HBC-II, LLC","HBC-II, LLCMECH_GP",MECH_GP,2009-12-01 00:00:00
Hdr,CN992109,CN992109SERV_GP,SERV_GP,2025-09-01 00:00:00
Healthcare Realty,IN990352,IN990352SERV_GP,SERV_GP,2024-03-01 00:00:00
Healthsource Of Ohio,HEALTHSOURCE,HEALTHSOURCEMECH_GP,MECH_GP,2020-09-01 00:00:00
Hearthstone Health Campus,IN990512,IN990512SERV_GP,SERV_GP,2025-09-16 00:00:00
Heartland Facilities,IN990366,IN990366SERV_GP,SERV_GP,2021-07-15 00:00:00
Hendersonville Hf Assets C/O Premier Property Management Llc,TN992021,TN992021SERV_GP,SERV_GP,2025-01-07 00:00:00
Henkle Schueler,HENKLE SCHUELER,HENKLE SCHUELERMECH_GP,MECH_GP,2012-03-01 00:00:00
Henry Schein Inc,IN990395,IN990395SERV_GP,SERV_GP,2025-11-01 00:00:00
"Henry Schein, Inc.",IN990426,IN990426SERV_GP,SERV_GP,2026-01-01 00:00:00
Hero Facility Services,IN990389,IN990389SERV_GP,SERV_GP,2021-07-08 00:00:00
Heron Technologies Usa Inc Dba Akh Heron Technologies,IN990481,IN990481SERV_GP,SERV_GP,2025-10-01 00:00:00
Hertiage Universalist Unitarian Church,HERITAGE UNIV,HERITAGE UNIVMECH_GP,MECH_GP,2013-03-01 00:00:00
Hexa Americas,DY991077,DY991077SERV_GP,SERV_GP,2024-07-05 00:00:00
Hgc Construction,HGC,HGCMECH_GP,MECH_GP,2018-08-01 00:00:00
"Hh Associates Us, Inc",CN992026,CN992026SERV_GP,SERV_GP,2025-12-01 00:00:00
Hh Parkside Llc,TN991891,TN991891SERV_GP,SERV_GP,2025-11-01 00:00:00
Hhb Parkside Llc,TN991892,TN991892SERV_GP,SERV_GP,2025-11-01 00:00:00
Hifive  Development Services,HIGH FIVE,HIGH FIVEMECH_GP,MECH_GP,2021-11-01 00:00:00
Highpoint Church,CN991984,CN991984SERV_GP,SERV_GP,2021-12-11 00:00:00
"Highwoods Properties, Inc.",NV00095,NV00095SERV_GP,SERV_GP,2021-01-01 00:00:00
Hillcrest Elderly Apartments,CN991421,CN991421SERV_GP,SERV_GP,2021-01-30 00:00:00
Hillman Group,HILLMAN GROUP,HILLMAN GROUPMECH_GP,MECH_GP,2011-06-01 00:00:00
Hillwood Construction Services,HILLWOOD CON,HILLWOOD CONMECH_GP,MECH_GP,2025-01-01 00:00:00
