CUSTOMER_NUMBER,CUSTOMER_KEY,CUSTOMER_NAME,CUSTOMER_CLASS,ADDRESS1,ADDRESS2,COUNTRY,CITY,STATE,ZIP,PHONE1,PAYMENT_TERM,CREATED,UPDATED
LV990364,LV990364SERV_GP,CUSHMAN & WAKEFIELD - CHARTER COMMUNICATIONS,LOUISVILLE     ,8925 STERLING ST,,,IRVING,TX,75063,87772706780000,Net 30               ,6/13/2017 0:00,8/3/2021 0:00
LV990383,LV990383SERV_GP,CUSHMAN & WAKEFIELD - LEVEL 3 COMMUNICATIONS,LOUISVILLE     ,8925 STERLING ST,,,IRVING,TX,75063,97281239000000,Net 30               ,6/19/2018 0:00,6/19/2018 0:00
CN992074,CN992074SERV_GP,CUSHMAN & WAKEFIELD BILLING,CINCINNATI     ,10200 ALLIANCE RD,SUITE 190,,CINCINNATI,OH,45242,51329524940000,Net 30               ,6/9/2020 0:00,10/5/2023 0:00
LX990386,LX990386SERV_GP,CUSHMAN & WAKEFIELD C/O GAINWELL TECH,LEXINGTON      ,"575 MARYVILLE CENTRE, SUITE 500",,,ST. LOUIS,MO,63141,21453578800000,Net 30               ,8/4/2021 0:00,6/9/2022 0:00
NV15058,NV15058SERV_GP,CUSHMAN & WAKEFIELD CRITICAL SOLUTIONS,NASHVILLE      ,2401 INTERNET BLVD STE 110,,,FRISCO,TX,75034,61594514260000,Net 30               ,1/26/2024 0:00,2/5/2024 0:00
CN992188,CN992188SERV_GP,CUSHMAN & WAKEFIELD CRITICAL SOLUTIONS,CINCINNATI     ,2401 INTERNET BLVD STE 110,,,FRISCO,TX,75034,46984592000000,Net 30               ,7/12/2022 0:00,3/14/2023 0:00
DY991051,DY991051SERV_GP,CUSHMAN & WAKEFIELD FIDELITY,DAYTON         ,2401 INTERNET BLVD SUITE 100,ATTN: CRITICAL SOLUTIONS,,FRISCO,TX,75034,87772706780000,                     ,5/31/2022 0:00,4/14/2023 0:00
CN992157,CN992157SERV_GP,CUSHMAN & WAKEFIELD FIDELITY,CINCINNATI     ,2401 INTERNET BLVD SUITE 110,ATTN: CRITICAL SOLUTIONS,,FRISCO,TX,75034,87772706780000,Net 30               ,5/20/2022 0:00,4/14/2023 0:00
LV990446,LV990446SERV_GP,CUSHMAN & WAKEFIELD FIDELITY,LOUISVILLE     ,2401 INTERNET BLVD STE 110,ATTN CRITICAL SOLUTIONS,,FRISCO,TX,75034,87772706780000,Net 30               ,5/13/2022 0:00,4/14/2023 0:00
IN990412,IN990412SERV_GP,CUSHMAN & WAKEFIELD FIDELITY,INDIANAPOLIS   ,8500 KEYSTONE CROSSING BLVD,,,INDIANAPOLIS,IN,46240,97281522990000,Net 30               ,5/6/2022 0:00,6/22/2023 0:00
LV990440,LV990440SERV_GP,CUSHMAN & WAKEFIELD HUMANA,LOUISVILLE     ,7035 E 96TH ST,,,INDIANAPOLIS,IN,46250,21453054500000,Net 30               ,3/25/2022 0:00,3/9/2023 0:00
CN992030,CN992030SERV_GP,CUSHMAN & WAKEFIELD MONROE,CINCINNATI     ,700 GATEWAY BLVD,,,MONROE,OH,45050,74050525540000,Net 30               ,7/26/2019 0:00,3/25/2025 0:00
479,479SERV_QUAD,Cushman & Wakefield Nashville,,,,,,,,,,,
DY991059,DY991059SERV_GP,"CUSHMAN & WAKEFIELD U.S., INC.",COLUMBUS       ,325 JOHN MCCONNELL BLVD,SUITE 450,,COLUMBUS,OH,43215,61482718870000,Net 30               ,9/14/2022 0:00,2/22/2023 0:00
27,27SERV_QUAD,Cushman & Wakefield Uptown Gateway,,,,,,,,,,,
NV00050,NV00050SERV_GP,CUSHMAN & WAKEFIELD US INC,NASHVILLE      ,1033 DEMONBREUN ST SUITE 600,,,NASHVILLE,TN,37203,61530129410000,Net 30               ,4/10/2018 0:00,1/7/2021 0:00
CUSHMAN & WAKEF,CUSHMAN & WAKEFMECH_GP,CUSHMAN & WAKEFIELD/CORNERSTONE,COMMERCIAL     ,6005 LONAS ROAD,SUITE 220,,KNOXVILLE,TN,37909,86545088830000,Net 10               ,2/28/2013 0:00,2/28/2013 0:00
LV990415,LV990415SERV_GP,CUSHMAN & WAKEFILED US INC - HUMANA,LOUISVILLE     ,225 WEST WACKER STE 3000,ATTN PROCURMENT,,CHICAGO,IL,60606,31480153920000,Net 30               ,7/8/2020 0:00,3/9/2023 0:00
160,160SERV_QUAD,CushmanWake 580,,,,,,,,,,,
FL00056,FL00056SERV_GP,"CUSTOM AIR AND MECHANICAL, INC.",FLORIDA        ,120 RIVERVIEW DRIVE,,,EAST PALATKA,FL,32131,38633652520000,Net 30               ,12/17/2018 0:00,12/17/2018 0:00
WV960430,WV960430SERV_GP,CUSTOM AIR CONDITIONING,WEST VIRGINIA  ,3486 E. DUBLINGRANDVILLE RD.,,,WESTONVILLE,OH,43081,61437159470000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
CN992054,CN992054SERV_GP,CUSTOM CAFT MARBLE WORKS,CINCINNATI     ,3154 EXON AVE,,,CINCINNATI,OH,45241,51329502720000,Net 30               ,1/17/2020 0:00,1/26/2021 0:00
CN991310,CN991310SERV_GP,CUSTOM DISTRIBUTORS,CINCINNATI     ,9190 SEWARD ROAD,,,FAIRFIELD,OH,45014,51387454440000,Net 30               ,8/19/2010 0:00,1/26/2021 0:00
LV990377,LV990377SERV_GP,CUSTOM ELECTRONIC DESIGNS INC,LOUISVILLE     ,11122 LUSCHEK DR,,,CINCINNATI,OH,45241,51363144250000,Net 30               ,5/7/2018 0:00,5/7/2018 0:00
DY930020,DY930020SERV_GP,CUSTOM HVAC,DAYTON         ,3486 EAST DUBLIN-GRANVILLE RD,,,WESTERVILLE,OH,,61489004540000,                     ,10/6/2004 0:00,1/26/2021 0:00
IN990215,IN990215SERV_GP,CUSTOM MED APOTHECARY,INDIANAPOLIS   ,6005 W 71ST ST,,,INDIANAPOLIS,IN,46278,31780334360000,Net 30               ,2/11/2016 0:00,3/13/2025 0:00
TN992192,TN992192SERV_GP,CUTTING CREW,KNOXVILLE      ,5920 CARDAN DRIVE,,,KNOXVILLE,TN,37909,86592484260000,Net 30               ,1/23/2025 0:00,1/23/2025 0:00
CN991513,CN991513SERV_GP,CVG AIRPORT,CINCINNATI     ,3361 LOGAN AVENUE,,,HEBRON,KY,41048,51325054820000,Net 30               ,7/2/2013 0:00,1/26/2021 0:00
7,7SERV_QUAD,CVG DHL eComm,,,,,,,,,,,
TN991710,TN991710SERV_GP,CVS WAREHOUSE,KNOXVILLE      ,10008 PARKSIDE DRIVE,,,KNOXVILLE,TN,37922,86523199140000,Net 30               ,2/20/2015 0:00,1/30/2023 0:00
TN991279,TN991279SERV_GP,CVS/CAREMARK,KNOXVILLE      ,"C/O WOOD PROPERTIES, INC.",CVS/CAREMARK,,KNOXVILLE,TN,37902,86563777770000,Net 30               ,11/11/2009 0:00,1/30/2023 0:00
LX990174,LX990174SERV_GP,CW CAPITAL ASSET MANAGEMENT,LEXINGTON      ,3121 WALL STREET,SUITE 1001,,LEXINGTON,KY,40513,85968530320000,Net 30               ,5/27/2010 0:00,5/27/2010 0:00
TN991344,TN991344SERV_GP,CYCLE GEAR,KNOXVILLE      ,4705 INDUSTRIAL WAY,,,BENICIA,CA,945101040,70774750538540,Net 30               ,7/15/2011 0:00,1/30/2023 0:00
TN991914,TN991914SERV_GP,CYCLEBAR,KNOXVILLE      ,6100 E. CENTRAL #3,,,WICHITA,KS,67208,31668130102460,Net 30               ,7/3/2018 0:00,1/30/2023 0:00
340,340SERV_QUAD,Cynthia's Hallmark,,,,,,,,,,,
DY991135,DY991135SERV_GP,CYPRESS POINTE HEALTH CAMPUS,DAYTON         ,600 W NATIONAL RD,,,ENGLEWOOD,OH,45322,93787782780000,                     ,11/12/2024 0:00,11/12/2024 0:00
WV950210,WV950210SERV_GP,CYTEC (AMER. CYANAMID),WEST VIRGINIA  ,1405 GREENE ST.,,,MARIETTA,OH,45750,61437471710000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
TN960692,TN960692SERV_GP,D & H COMPOUNDING,KNOXVILLE      ,1260 CARDEN FARM DRIVE,,,CLINTON,TN,37716,86545712000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LV960061,LV960061SERV_GP,D & W SILKS INC,LOUISVILLE     ,418 E. MAIN,,,LOUISVILLE,KY,40202,50258417770000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
DF CHASE,DF CHASEMECH_GP,"D F CHASE INC., CONSTRUCTION",COMMERCIAL     ,"3001 Armory Dr,",Suite 200,,"Nasville,",TN,37204,80092427320000,Net 10               ,10/14/2004 0:00,2/11/2005 0:00
CN991096,CN991096SERV_GP,"D&L PROPERTIES OF BLUE ASH II, INC.",CINCINNATI     ,1159 HERSCHEL AVENUE,,,CINCINNATI,OH,45208,51332163000000,Net 30               ,2/26/2008 0:00,1/26/2021 0:00
DAG,DAGMECH_GP,"D.A.G. Construction Co., Inc.",COMMERCIAL     ,4924 Winton Road,,,Cincinnati,OH,45232-1505,51354285970000,Net 10               ,2/5/2003 0:00,2/5/2003 0:00
WV200205,WV200205SERV_GP,D.E. REC,WEST VIRGINIA  ,6300 MACCORKLE AVE SW,,,ST ALBANS,WV,25177,30476873070000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
DER DEVEL,DER DEVELMECH_GP,D.E.R. Development,COMMERCIAL     ,750 US Highway 50,,,Milford,OH,45150,51383177660000,Net 10               ,5/15/2009 0:00,5/15/2009 0:00
TN991350,TN991350SERV_GP,"D/E PARTNERS, C/O SPERRY VAN NESS/RM MOORE",KNOXVILLE      ,PROPERTY MANAGER,4713 PAPERMILL DRIVE,,KNOXVILLE,TN,37934,86553164000000,Net 30               ,7/28/2011 0:00,1/30/2023 0:00
NV15042,NV15042SERV_GP,DAE IL USA INC,NASHVILLE      ,112 ROBERT YOUNG BLVD,,,MURRAY,KY,42071,65048490920000,Net 30               ,10/20/2023 0:00,10/20/2023 0:00
LV960005,LV960005SERV_GP,"DAFCO, INC.",LOUISVILLE     ,PO BOX 8000,,,COMPTON,CA,90224,80042119850000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990586,CN990586SERV_GP,"DAILEY & FUSSINGER PROP, LLC",CINCINNATI     ,4895 HOUSTON ROAD,SUITE 100,,FLORENCE,KY,41042,85934457550000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX000035,LX000035SERV_GP,DAIRY MART #707,LEXINGTON      ,202 SOUTH MAIN STREET,,,NICHOLASVILLE,KY,40356,85988564050000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX950085,LX950085SERV_GP,DAIRY QUEEN - LANSBROOKE,LEXINGTON      ,3509 LANSDOWNE DRIVE,,,LEXINGTON,KY,40503,85927313110000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX950159,LX950159SERV_GP,DAIRY QUEEN /PALUMBO,LEXINGTON      ,2300 PALUMBO,,,LEXINGON,KY,40509,60626947120000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
WV200213,WV200213SERV_GP,DAIRY QUEEN HURRICANE,WEST VIRGINIA  ,P.O. BOX 441,,,HURRICANE,WV,25526,30456264210000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
WV200214,WV200214SERV_GP,DAIRY QUEEN ST. ALBANS,WEST VIRGINIA  ,P.O. BOX 462,,,HURRICANE,WV,25526,30472760110000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
CN990620,CN990620SERV_GP,DAL TILE,CINCINNATI     ,10890 KENWOOD ROAD,,,CINCINNATI,OH,45241,51379178320000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN990149,IN990149SERV_GP,DALEVILLE COMMUNITY SCHOOLS,INDIANAPOLIS   ,14300 W 2ND STREET,,,DALEVILLE,IN,47334,76537833290000,Net 30               ,12/13/2013 0:00,5/5/2025 0:00
DALMATIAN,DALMATIANMECH_GP,DALMATIAN FIRE,COMMERCIAL     ,1651 WATTERSON TRAIL,,,LOUISVILLE,KY,40299,50226755110000,Net 30               ,8/22/2023 0:00,10/9/2023 0:00
NV15020,NV15020SERV_GP,DALTILE CORPORATION,NASHVILLE      ,PO BOX 1248,,,CHATSWORTH,GA,30705,61574029230000,Net 30               ,10/4/2022 0:00,10/4/2022 0:00
LX990400,LX990400SERV_GP,DAM HOLDINGS LLC,LEXINGTON      ,PO BOX 787,,,RICHMOND,KY,40476,85922186540000,Net 30               ,5/25/2022 0:00,5/26/2022 0:00
LV970054,LV970054SERV_GP,DAMON'S GREENTREE,LOUISVILLE     ,1601 GREENTREE BLVD.,,,CLARKSVILLE,IN,47219,81228452880000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV980006,LV980006SERV_GP,DAMON'S RESTAURANT,LOUISVILLE     ,1876 S HURSTBOURNE PKWY,,,LOUISVILLE,KY,40220,50249561110000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN991988,CN991988SERV_GP,DAN BEARD COUNCIL BSOA,CINCINNATI     ,10078 READING RD,,,CINCINNATI,OH,45241,51357776880000,Net 30               ,1/9/2019 0:00,1/26/2024 0:00
CN992046,CN992046SERV_GP,DAN WALTERS CONSTRUCTION,CINCINNATI     ,113 CHARLES GIVIN DR,,,DRY RIDGE,KY,41035,51352013400000,Net 30               ,11/19/2019 0:00,1/26/2021 0:00
LV200411,LV200411SERV_GP,DANA - AFS,LOUISVILLE     ,1801 RICHARDS ROAD,,,TOLEDO,OH,43607,41932277120000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX200411,LX200411SERV_GP,DANA - AFS,LEXINGTON      ,1801 RICHARDS ROAD,,,TOLEDO,OH,43607,41932277120000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN200411,CN200411SERV_GP,DANA - AFS,CINCINNATI     ,1801 RICHARDS ROAD,,,TOLEDO,OH,43607,41932277120000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990011,CN990011SERV_GP,DANA CORPORATION,CINCINNATI     ,P.O. BOX 982221,,,EL PASO,TX,79998-2221,85982425910000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX200412,LX200412SERV_GP,DANA DANVILLE,LEXINGTON      ,500 TECHWOOD DRIVE,,,DANVILLE,KY,40422,85923825600000,Net 30               ,10/12/2004 0:00,4/13/2023 0:00
LV980019,LV980019SERV_GP,DANA ELIZABETHTOWN,LOUISVILLE     ,750 DANA DRIVE,PO BOX 5067,,ELIZABETHTOWN,KY,,27076970590000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV200403,LV200403SERV_GP,DANA LOUISVILLE,LOUISVILLE     ,12720 WESTPORT ROAD SUITE F,,,LOUISVILLE,KY,40245,50237700390000,Net 30               ,10/12/2004 0:00,2/13/2025 0:00
LX200409,LX200409SERV_GP,DANARB,LEXINGTON      ,ATTN: RON MORRIS,PO BOX 63,,DANVILLE,KY,40422,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV950309,LV950309SERV_GP,DANIEL HANES RESIDENCE,LOUISVILLE     ,7805 BARBOUR MANOR,,,LOUISVILLE,KY,40222,00000000000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
WV200504,WV200504SERV_GP,"DANIEL'S FRESH MARKET, INC",WEST VIRGINIA  ,100 HIGH STREET,,,FAYETTEVILLE,WV,25840,,Net 30               ,11/2/2005 0:00,1/26/2021 0:00
LX990429,LX990429SERV_GP,DANIMER SCIENTIFIC KENTUCKY,LEXINGTON      ,P.O. BOX 7965,,,BAINBRIDGE,GA,39818,2292437075X144,Net 30               ,3/13/2023 0:00,7/1/2025 0:00
DANIS,DANISMECH_GP,DANIS,COMMERCIAL     ,50 E BUSINESS WAY,,,CINCINNATI,OH,45241,51398496960000,Net 10               ,3/30/2020 0:00,3/30/2020 0:00
DANI,DANIMECH_GP,Danis Building,COMMERCIAL     ,3233 Newmark Dr,,,Miamisburg,OH,45342,51398496960000,Net 10               ,12/2/1999 0:00,9/21/2015 0:00
CN991635,CN991635SERV_GP,DANIS BUILDING CONSTRUCTION COMPANY,CINCINNATI     ,3222 NEWMARK DR,,,MIAMISBURG,OHIO,45342,93785306660000,Net 30               ,2/23/2015 0:00,1/26/2021 0:00
IN990296,IN990296SERV_GP,DAN'S DETAIL,INDIANAPOLIS   ,17408 TILLER CT,,,WESTFIELD,IN,46074,31743118610000,Net 30               ,4/18/2018 0:00,1/26/2021 0:00
297,297SERV_QUAD,Danville Independent Schools,,,,,,,,,,,
LV990045,LV990045SERV_GP,DANZINGER AND ASSOC.,LOUISVILLE     ,310 NEW VENTURE DR.,,,LOUISVILLE,KY,40214,50236101710000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990946,CN990946SERV_GP,DAPPER COMPANY,CINCINNATI     ,P.O. BOX 98,,,LOVELAND,OH,45140,00000000000000,Net 30               ,12/21/2005 0:00,1/26/2021 0:00
LX950063,LX950063SERV_GP,DARBY SQUARE NURSING HOME,LEXINGTON      ,2770 PALUMBO DRIVE,,,LEXINGTON,KY.,40509,85926324100000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV990098,LV990098SERV_GP,DARE TO CARE FOOD BANK FERN VALLEY,LOUISVILLE     ,5803 FERN VALLEY ROAD,,,LOUISVILLE,KY,40228,50296638210000,Net 30               ,11/20/2009 0:00,11/25/2009 0:00
IN030021,IN030021SERV_GP,DARKER IMAGING TANNING SALON,INDIANAPOLIS   ,8337 N MICHIGAN RD,,,INDIANAPOLIS,IN,,31798988870000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991724,TN991724SERV_GP,DARRELL KINZALOW,KNOXVILLE      ,120 FLORA DRIVE,,,LENOIR CITY,TN,37771,86560369630000,Net 30               ,5/13/2015 0:00,1/30/2023 0:00
LV960067,LV960067SERV_GP,DARRYL'S RESTAURANT,LOUISVILLE     ,3110 BARDSTOWN ROAD,,,LOUISVILLE,KY,40205,50245818150000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN950624,TN950624SERV_GP,DARRYL'S RESTAURANT KINGSTON P,KNOXVILLE      ,6604 KINGSTON PIKE,,,KNOXVILLE,TN,37919,42358418790000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
TN950625,TN950625SERV_GP,DARRYL'S RESTAURANT MERCHANTS,KNOXVILLE      ,5616 MERCHANTS CENTER BLVD,,,KNOXVILLE,TN,37912,42368817920000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX990200,LX990200SERV_GP,DARYELL SPARKS,LEXINGTON      ,100 WESTHAMPTON DRIVE,,,LEXINGTON,KY,40511,85925284870000,Net 30               ,3/26/2011 0:00,3/26/2011 0:00
CN991661,CN991661SERV_GP,DATA INTENSITY,CINCINNATI     ,100 EAST RIVERCENTER BLVD,,,COVINGTON,KY,41011,85939378740000,Net 30               ,6/16/2015 0:00,1/26/2021 0:00
CN991587,CN991587SERV_GP,DATA TECH DEPOT - HAMILTON,CINCINNATI     ,4750 ASHLEY DRIVE,,,HAMILTON,OH,45011,51386056510000,Net 30               ,6/13/2014 0:00,11/11/2021 0:00
LV960011,LV960011SERV_GP,DATAGUARD,LOUISVILLE     ,10301 LINN STATION ROAD,,,LOUISVILLE,KY,40223,50242634340000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990703,CN990703SERV_GP,DATATECH DEPOT,CINCINNATI     ,5424 DUFF DRIVE,,,CINCINNATI,OH,45246,51386056510000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX950028,LX950028SERV_GP,DAUGHERTY ENGINEERING AND CONT,LEXINGTON      ,3282 LEMONS MILL ROAD,,,LEXINGTON,KY,40511,85925332250000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
WV990311,WV990311SERV_GP,DAVACO LP,WEST VIRGINIA  ,4050 VALLEY VIEW LANE,STE 150,,IRIVING,TX,75038,21470640090000,Net 30               ,11/4/2025 0:00,11/4/2025 0:00
TN991904,TN991904SERV_GP,DAVE AGRICOLA,KNOXVILLE      ,140 LITTLE BUCK,,,LAFOLLETTE,TN,37766,51347670220000,Net 30               ,5/21/2018 0:00,1/30/2023 0:00
CN990875,CN990875SERV_GP,DAVE BACKER AUTO,CINCINNATI     ,6500 GLENWAY AVENUE,,,CINCINNATI,OH,45211,51366175000000,Net 30               ,3/23/2005 0:00,1/26/2021 0:00
LX200307,LX200307SERV_GP,DAVE LENTZ,LEXINGTON      ,969 PINE BLOOM CT.,,,LEXINGTON,KY,40504,85927275260000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN992169,CN992169SERV_GP,DAVID & LINDA MYERS,CINCINNATI     ,400 PIKE STREET,CONDO # P10,,CINCINNATI,OH,45202,51337950190000,Net 30               ,6/23/2022 0:00,6/23/2022 0:00
CN992289,CN992289SERV_GP,DAVID AGRICOLA,CINCINNATI     ,999 WAREHAM DR,,,CINCINNATI,OH,45202,51347670220000,Net 30               ,5/2/2024 0:00,5/2/2024 0:00
LX950153,LX950153SERV_GP,DAVID HOCKER & ASSOCIATES/OWNESBORO,LEXINGTON      ,1901 FREDERICA STREET,,,OWNESBORO,KY,42301,27092626160000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN950582,TN950582SERV_GP,DAVID HOPKINS,KNOXVILLE      ,10027 CEDAR CROFT CIRCLE,,,KNOXVILLE,TN,37932,61569399370000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LX980036,LX980036SERV_GP,DAVID HUGHES,LEXINGTON      ,1405 COPPERFIELD CT.,,,LEXINGTON,KY,40514,85922447080000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990630,CN990630SERV_GP,DAVID MICHAEL BRUNEMANN INC,CINCINNATI     ,8535 HARRISON AVENUE,,,MIAMITOWN,OH,45041,51365948800000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
DY990146,DY990146SERV_GP,DAVID'S UNTD CHURCH OF CHRIST,DAYTON         ,170 W. DAVID ROAD,,,KETTERING,OH,,93744592530000,                     ,10/6/2004 0:00,1/26/2021 0:00
WV950901,WV950901SERV_GP,DAVINCI'S RESTUARANT,WEST VIRGINIA  ,215 HIGHLAND AVE.,,,WILLIAMSTOWN,WV,26187,30437536330000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
WV990177,WV990177SERV_GP,DAVIS & ELKINS,WEST VIRGINIA  ,100 CAMPUS DRIVE,,,ELKINS,WV,26241,30463719000000,Net 30               ,4/10/2015 0:00,1/26/2021 0:00
CN990380,CN990380SERV_GP,DAVIS CATERING,CINCINNATI     ,30 GARFIELD PLACE,,,CINCINNATI,OH,45202,51324134640000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN990220,IN990220SERV_GP,DAVIS DISTRIBUTION SYSTEMS,INDIANAPOLIS   ,8820 CORPORATION DR,,,INDIANAPOLIS,IN,46256,33070894700000,Net 30               ,4/20/2016 0:00,7/31/2025 0:00
WV990210,WV990210SERV_GP,DAVIS MEMORIAL HOSPITAL,WEST VIRGINIA  ,812 GORMAN AVE,,,ELKINS,WV,26241,30428450000000,Net 30               ,10/25/2016 0:00,1/26/2021 0:00
WV990235,WV990235SERV_GP,DAVIS MEMORIAL PRESBYTERIAN CHURCH,WEST VIRGINIA  ,450 RANDOLPH AVENUE,,,ELKINS,WV,26241,30463627880000,Net 30               ,3/20/2018 0:00,1/26/2021 0:00
CN940119,CN940119SERV_GP,"DAVIS, MARY JO",CINCINNATI     ,20 ARCADIA PLACE,,,CINCINNATI,OH,45208,51332185850000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN940159,CN940159SERV_GP,"DAVIS, MRS. WILLIAM",CINCINNATI     ,7977 SCHOOLHOUSE LANE,,,CINCINNATI,OH,45242,51398428230000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN990115,IN990115SERV_GP,DAVITA - BLOOMINGTON,INDIANAPOLIS   ,143 S. KINGSTON DRIVE,,,BLOOMINGTON,IN,47408,31751932660000,Net 30               ,7/15/2011 0:00,1/26/2021 0:00
IN990082,IN990082SERV_GP,DAVITA - CARMEL DIALYSIS,INDIANAPOLIS   ,180 E. CARMEL DRIVE,,,CARMEL,IN,46032,31775385230000,Net 30               ,8/18/2009 0:00,1/26/2021 0:00
IN990083,IN990083SERV_GP,DAVITA - EMERSON PARKWAY,INDIANAPOLIS   ,972 EMERSON PARKWAY,,,GREENWOOD,IN,46143,31747406860000,Net 30               ,8/18/2009 0:00,1/26/2021 0:00
IN990084,IN990084SERV_GP,DAVITA - FRANKLIN DIALYSIS,INDIANAPOLIS   ,1140 W. JEFFERSON STREET,,,FRANKLIN,IN,46131,31747406860000,Net 30               ,8/18/2009 0:00,1/26/2021 0:00
IN990081,IN990081SERV_GP,DAVITA - INDIANAPOLIS,INDIANAPOLIS   ,3749 COMMERCIAL DRIVE,,,INDIANAPOLIS,IN,46222,31729946930000,Net 30               ,6/19/2009 0:00,1/26/2021 0:00
TN991745,TN991745SERV_GP,DAVITA CAMPBELL STATION DIALYSIS,KNOXVILLE      ,111 S. CAMPBELL STATION ROAD,,,FARRAGUT,TN,37934,86525341900000,Net 30               ,9/15/2015 0:00,1/30/2023 0:00
IN990111,IN990111SERV_GP,DAVITA DIALYSIS - AVON,INDIANAPOLIS   ,9210 D ROCKVILLE ROAD,,,INDIANAPOLIS,IN,46234,31751932660000,Net 30               ,3/23/2011 0:00,1/26/2021 0:00
CN991394,CN991394SERV_GP,DAVITA DIALYSIS - CLERMONT,CINCINNATI     ,1423 PACIFIC AVENUE,,,TACOMA,WA,98402,51324805930000,Net 30               ,11/2/2011 0:00,1/26/2021 0:00
CN991187,CN991187SERV_GP,DAVITA DIALYSIS BUCKANEERS DIV,CINCINNATI     ,10600 MCKINLEY ROAD,,,CINCINNATI,OH,45242,51393911100000,Net 30               ,7/2/2009 0:00,1/26/2021 0:00
CN991180,CN991180SERV_GP,DAVITA DIALYSIS BUCKANEERS DIVISION REGION 3,CINCINNATI     ,5554 CHEVIOT ROAD,,,CINCINNATI,OH,45247,51374107000000,Net 30               ,5/18/2009 0:00,1/26/2021 0:00
CN991417,CN991417SERV_GP,DAVITA DIALYSIS INDIANA STAR CATCHERS DIVISION,CINCINNATI     ,232 STATE ROAD 129 SOUTH,,,BATESVILLE,IN,47006,81293456660000,Net 30               ,2/20/2012 0:00,1/26/2021 0:00
CN991607,CN991607SERV_GP,DAVITA HEALTH CARE - LOUISVILLE REGION 3,CINCINNATI     ,8037 DIXIE HIGHWAY,,,LOUISVILLE,KY,40258,81226522780000,Net 30               ,9/18/2014 0:00,1/26/2021 0:00
WV990134,WV990134SERV_GP,DAVITA HEALTH CARE WEST VIRGINIA,WEST VIRGINIA  ,2970 ROBERT C BYRD DR,,,BECKLEY,WV,25801,51384689480000,Net 30               ,5/14/2013 0:00,1/26/2021 0:00
TN991719,TN991719SERV_GP,DAVITA HEALTHCAR PARTNERS - JOHNSON CITY,KNOXVILLE      ,101 MEDTECH PARKWAY,,,JOHNSON CITY,TN,37604,61549837870000,Net 30               ,4/28/2015 0:00,1/30/2023 0:00
WV200063,WV200063SERV_GP,DAWSON BRYANT SCHOOLS,WEST VIRGINIA  ,222 LANE STREET,,,COAL GROVE,OHIO,45638,74053217450000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
CN991608,CN991608SERV_GP,DAWSON LOGISTICS,CINCINNATI     ,PO BOX 528,,,CHAMPAIGNE,IL,61824-0528,21791860270000,Net 30               ,9/23/2014 0:00,1/26/2021 0:00
DY990861,DY990861SERV_GP,DAY CARGO CENTER,DAYTON         ,201 E FIFTH STREET #1200,,,CINCINNATI,OH,45377,51336913180000,                     ,9/20/2006 0:00,1/26/2021 0:00
