Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
GDOBA KINGSTON PIKE,Commercial Services,Fast Casual Restaurant,722513,AI Analyst Research,Final,,qdoba.com,Imported from Batch_20260118_Batch9.md
GE ON WING SUPPORT,Manufacturing,Aircraft Engine Maintenance,488190,AI Analyst Research,Final,,geaerospace.com,Imported from Batch_20260118_Batch9.md
GENCANNA ACQUISITION,Manufacturing,Hemp/CBD Production,325411,AI Analyst Research,Final,,gencanna.com,Imported from Batch_20260118_Batch9.md
GENERA ENERGY,Manufacturing,Bioproducts & Packaging,322299,AI Analyst Research,Final,,generaenergy.com,Imported from Batch_20260118_Batch9.md
GENERAL CABLE,Manufacturing,Wire & Cable Mfg,335929,AI Analyst Research,Final,,prysmian.com,Imported from Batch_20260118_Batch9.md
GENERAL POLYMERS,Manufacturing,Coatings & Resins,325510,AI Analyst Research,Final,,generalpolymers.com,Imported from Batch_20260118_Batch9.md
GENESCO JOURNEYS,Commercial Services,Footwear Retail,448210,AI Analyst Research,Final,,journeys.com,Imported from Batch_20260118_Batch9.md
GENTRY AT HURSTBORNE,Commercial Real Estate,Property/community,5311,Heuristic,Final,,,Imported from Batch4.md
GF FRANK AND SONS,Manufacturing,Stainless Steel Equipment,332313,AI Analyst Research,Final,,gffrankandsons.com,Imported from Batch_20260118_Batch9.md
GGC PARTNERSHIP,Commercial Real Estate,Partnership/property entity,5311,Heuristic,Final,,,Imported from Batch4.md
GHENT MANUAFACTURING,Manufacturing,Visual Communication Tools,339940,AI Analyst Research,Final,,ghent.com,Imported from Batch_20260118_Batch9.md
GIDEONS INTERNATIONAL,Non-Profit / Religious,Religious nonprofit,8131,Entity Inference,Final,,,Imported from Batch4.md
GILKEY WINDOWS,Manufacturing,Window Manufacturing,326199,AI Analyst Research,Final,,gilkey.com,Imported from Batch_20260118_Batch9.md
GIRL SCOUTS OF INDIANA,Non-Profit / Religious,Youth nonprofit,8134,Entity Inference,Final,,,Imported from Batch4.md
GIRL SCOUTS OF KY WILDERNESS ROAD COUNCIL,Non-Profit / Religious,Youth nonprofit,8134,Rule-Based,Final,,,Imported from Batch4.md
GLASGOW CITY HALL,Municipal / Local Government,Municipal government,9211,Rule-Based,Final,,,Imported from Batch4.md
GLENN H JOHNSON CONST,Construction,Construction,236220,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch9.md
GLR,Construction,Construction,236220,AI Analyst Research,Final,,glrinc.net,Imported from Batch_20260118_Batch9.md
GNC,Commercial Services,Health & Wellness Retail,446191,AI Analyst Research,Final,,gnc.com,Imported from Batch_20260118_Batch9.md
GOOD FORTUNE,Commercial Services,Supermarket / Retail,445110,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch9.md
GOOD HUBER MOB,Manufacturing,Food Processing & Specialty Food Manufacturing,311,AI Analyst Research,Final,,https://www.goodhuber.com,Imported from Batch_20260118_Batch14.md
GOOD SHEPHERD HOME,Non-Profit / Religious,Social services (often nonprofit),8133,Heuristic,Final,,,Imported from Batch4.md
GOODWILL INDUSTRIES OF KY,Non-Profit / Religious,Workforce nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
GOODWILL SOUTHERN INDIANA,Non-Profit / Religious,Workforce nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
GORILLA GLUE,Manufacturing,Adhesives Manufacturing,325520,AI Analyst Research,Final,,gorillatough.com,Imported from Batch_20260118_Batch9.md
GOSIGER MACHINE TOOLS,Commercial Services,Machine Tool Distributor,423830,AI Analyst Research,Final,,gosiger.com,Imported from Batch_20260118_Batch9.md
GOULD AND SMITH CRANE RENTAL,Construction,Crane Rental Service,238990,AI Analyst Research,Final,,gouldandsmithcrane.com,Imported from Batch_20260118_Batch9.md
GRAND PARK SPORTS AND ENTERTAINMENT,Commercial Services,Sports Complex Management,713990,AI Analyst Research,Final,,grandpark.org,Imported from Batch_20260118_Batch9.md
GRAPHIC VILLAGE,Commercial Services,Printing & Marketing,323111,AI Analyst Research,Final,,graphicvillage.com,Imported from Batch_20260118_Batch9.md
GRAPHIC VILLAGE BLUE ASH,Commercial Services,Printing & Marketing,323111,AI Analyst Research,Final,,graphicvillage.com,Imported from Batch_20260118_Batch9.md
GRAYBAR,Commercial Services,Electrical Distribution,423610,AI Analyst Research,Final,,graybar.com,Imported from Batch_20260118_Batch9.md
GRAYSON BMWMINI OF KNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; expanded tokens ['KNOXVILLE'] -> 'GRAYSON BMWMINI OF KNOXVILLE'
GREAT CLIPS OHIO,Commercial Services,Hair Salon,812112,AI Analyst Research,Final,,greatclips.com,Imported from Batch_20260118_Batch9.md
GREAT LAKES ACE HARDWARE,Commercial Services,Hardware Retail,444130,AI Analyst Research,Final,,greatlakesace.com,Imported from Batch_20260118_Batch9.md
GREAT LAKES CHEESE,Manufacturing,Cheese Manufacturing,311513,AI Analyst Research,Final,,greatlakescheese.com,Imported from Batch_20260118_Batch9.md
GREAT LAKES COCA COLA DISTRIBUTION,Commercial Services,Beverage Distribution,424490,AI Analyst Research,Final,,reyescocacola.com,Imported from Batch_20260118_Batch9.md
GREAT SMOKY MOUNTAINS HERITAGE CENTER,Non-Profit / Religious,Museum,712110,AI Analyst Research,Final,,gsmheritagecenter.org,Imported from Batch_20260118_Batch9.md
GREATER HAMILTON CIVIC THEATER,Non-Profit / Religious,Community Theater,711110,AI Analyst Research,Final,,ghctplay.org,Imported from Batch_20260118_Batch9.md
GREEN HILLS GRILLE,Commercial Services,Restaurant,722511,AI Analyst Research,Final,,ghgrille.com,Imported from Batch_20260118_Batch9.md
GREEN TREE MALL,Commercial Real Estate,Mall property,5311,Rule-Based,Final,,,Imported from Batch4.md
GREENE CROSSINGS,Commercial Real Estate,Property/site entity,5311,Heuristic,Final,,,Imported from Batch4.md
GREENFIELD GLOBAL USA,Manufacturing,Specialty Alcohols,325193,AI Analyst Research,Final,,greenfield.com,Imported from Batch_20260118_Batch9.md
GREIF,Manufacturing,Industrial Packaging,322211,AI Analyst Research,Final,,greif.com,Imported from Batch_20260118_Batch9.md
GREYHOUND TAVERN,Commercial Services,Restaurant,722511,AI Analyst Research,Final,,greyhoundtavern.com,Imported from Batch_20260118_Batch9.md
GRIFFIN ELITE SPORTS AND WELLNESS,Commercial Services,Sports Training Facility,713940,AI Analyst Research,Final,,griffinelite.com,Imported from Batch_20260118_Batch9.md
GRIFFITH GROUP,Commercial Real Estate,Real Estate Investment,531110,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch9.md
GW RICHMOND EXCEL,Manufacturing,Automotive & Industrial Manufacturing Facility,336,Heuristic + Location,Final,,,Imported from Batch_20260118_Batch14.md
GXO LOGISTICS SUPPLY CHAIN,Manufacturing,Logistics & Warehousing,493110,AI Analyst Research,Final,,gxo.com,Imported from Batch_20260118_Batch10.md
H AND R BLOCK,Commercial Services,Tax Preparation Services,541213,AI Analyst Research,Final,,hrblock.com,Imported from Batch_20260118_Batch10.md
HABEGGER CAC,Manufacturing,HVAC Wholesale,423730,AI Analyst Research,Final,,habeggercorp.com,Imported from Batch_20260118_Batch10.md
HABILITATION SERVICES,Healthcare / Senior Living,Vocational Rehabilitation,624310,AI Analyst Research,Final,,sawinc.org,Imported from Batch_20260118_Batch10.md
HABITAT FOR HUMANITY KNOXVILLE,Non-Profit / Religious,Housing nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
HAMILTON SAFE,Manufacturing,Safes & Vaults Mfg,332439,AI Analyst Research,Final,,hamiltonsafe.com,Imported from Batch_20260118_Batch10.md
HAMMACHER SCHLEMMER,Commercial Services,Online & Catalog Retail,454110,AI Analyst Research,Final,,hammacher.com,Imported from Batch_20260118_Batch10.md
HAMPTON LUMBER SALES,Manufacturing,Sawmills,321113,AI Analyst Research,Final,,hamptonlumber.com,Imported from Batch_20260118_Batch10.md
HANGER,Healthcare / Senior Living,Orthotic & Prosthetic Mfg,339113,AI Analyst Research,Final,,hanger.com,Imported from Batch_20260118_Batch10.md
HARMONY AT TUCKER STATION,Healthcare / Senior Living,Assisted Living,623312,AI Analyst Research,Final,,harmonyseniorservices.com,Imported from Batch_20260118_Batch10.md
HARPER AUTO,Commercial Services,New Car Dealers,441110,AI Analyst Research,Final,,harperauto.com,Imported from Batch_20260118_Batch10.md
HARRINGTON PLASTICS,Manufacturing,Plastics Wholesale,424610,AI Analyst Research,Final,,hipco.com,Imported from Batch_20260118_Batch10.md
HARVIA US,Manufacturing,Sauna & Heating Equipment Mfg,333414,AI Analyst Research,Final,,harvia.com,Imported from Batch_20260118_Batch10.md
HATCHER HILL INVESTMENT GROUP IV,Commercial Real Estate,Investment/property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
HAYDEN,Manufacturing,Industrial Heat Exchangers,333415,AI Analyst Research,Final,,haydenindustrial.com,Imported from Batch_20260118_Batch10.md
HAYES ENDOCRINE AND DIABETES CENTER,Healthcare / Senior Living,Specialty clinic,6211,Rule-Based,Final,,,Imported from Batch4.md
HAYNEEDLE,Commercial Services,Home Furnishings Retail,449129,AI Analyst Research,Final,,hayneedle.com,Imported from Batch_20260118_Batch10.md
HAZAMA,Construction,Heavy & Civil Engineering,237990,AI Analyst Research,Final,,ad-hzm.co.jp,Imported from Batch_20260118_Batch10.md
HBCII,Commercial Services,Investment Banking & Brokerage,523110,AI Analyst Research,Final,,hbc-ii.com,Imported from Batch_20260118_Batch10.md
HDR,Commercial Services,Engineering Services,541330,AI Analyst Research,Final,,hdrinc.com,Imported from Batch_20260118_Batch10.md
HEALTHSOURCE OF OHIO,Healthcare / Senior Living,Community health center,6214,Entity Inference,Final,,,Imported from Batch4.md
HEARING AND SPEECH CENTER,Healthcare / Senior Living,Audiology/speech services,6213,Heuristic,Final,,,Imported from Batch4.md
HEARTLAND FACILITIES,Construction,Facilities Maintenance,236220,AI Analyst Research,Final,,heartlandfacilities.com,Imported from Batch_20260118_Batch10.md
HENKLE SCHUELER,Commercial Services,Commercial Real Estate,531210,AI Analyst Research,Final,,schuelergroup.com,Imported from Batch_20260118_Batch10.md
HENRY SCHEIN,Healthcare / Senior Living,Medical & Dental Wholesale,423450,AI Analyst Research,Final,,henryschein.com,Imported from Batch_20260118_Batch10.md
HERO FACILITY SERVICES,Commercial Services,Facilities Support Services,561210,AI Analyst Research,Final,,herofacilityservices.com,Imported from Batch_20260118_Batch11.md
HERON TECHNOLOGIES USA DBA AKH HERON TECHNOLOGIES,Manufacturing,Industrial Fastener Mfg,332722,AI Analyst Research,Final,,akhfas-ner.com,"Imported from Batch_20260118_Batch11.md; expanded tokens ['AKH', 'HERON', 'TECHNOLOGIES'] -> 'HERON TECHNOLOGIES USA DBA AKH HERON TECHNOLOGIES'"
HEXA AMERICAS,Manufacturing,Plastics Mfg,326160,AI Analyst Research,Final,,Unknown,Imported from Batch_20260118_Batch11.md
HH PARKSIDE,Commercial Real Estate,Property entity (HH prefix),5311,Heuristic,Final,,,Imported from Batch4.md
HILLMAN GROUP,Commercial Services,Hardware Wholesalers,423710,AI Analyst Research,Final,,hillmangroup.com,Imported from Batch_20260118_Batch11.md
HIMARK BUILDING GROUP,Commercial Real Estate,Developer/GC or property entity,5311,Heuristic,Final,,,Imported from Batch4.md
HINES,Commercial Real Estate,Real estate developer,5311,Entity Inference,Final,,,Imported from Batch4.md
HIS CONSTRUCTORS,Construction,Environmental Remediation,562910,AI Analyst Research,Final,,hisconstructors.com,Imported from Batch_20260118_Batch11.md
HITE ASSOICATES,Construction,Architecture & Engineering,541310,AI Analyst Research,Final,,hiteassoc.com,Imported from Batch_20260118_Batch11.md
HOBSONS,Commercial Services,Education Technology / Software,513210,AI Analyst Research,Final,,hobsons.com,Imported from Batch_20260118_Batch11.md
HOLISTIC CONNECTION,Commercial Services,Health & Wellness Retail,456199,AI Analyst Research,Final,Retail,theholisticconnectiontn.com,Imported from Batch_20260118_Batch11.md
HOLLAND COLOURS AMERICA,Manufacturing,Dye & Pigment Mfg,325130,AI Analyst Research,Final,,hollandcolours.com,Imported from Batch_20260118_Batch11.md
HOLROB SCHAFFLER PARTNERSHIP,Commercial Real Estate,Partnership/property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
HOME DEPOT,Commercial Services,Home Centers,444110,AI Analyst Research,Final,Retail,homedepot.com,Imported from Batch_20260118_Batch11.md
HOME SHOPPING NETWORK,Commercial Services,Electronic Shopping,454110,AI Analyst Research,Final,Retail,hsn.com,Imported from Batch_20260118_Batch11.md
HOMEPLACE AT MIDWAY,Commercial Real Estate,Property/community,5311,Heuristic,Final,,,Imported from Batch4.md
HONEYWELL INTELLIGRATED,Manufacturing,Material Handling Equipment Mfg,333922,AI Analyst Research,Final,,intelligrated.com,Imported from Batch_20260118_Batch11.md
HOT TOPIC AND TORRID WAREHOUSE,Commercial Services,Warehousing / Retail Support,493110,AI Analyst Research,Final,,hottopic.com,Imported from Batch_20260118_Batch11.md
HOUSTON JOHNSON,Commercial Services,Logistics & Warehousing,493110,AI Analyst Research,Final,,houston-johnson.com,Imported from Batch_20260118_Batch11.md
HOWMET AEROSPACE,Manufacturing,Aerospace Parts Mfg,336410,AI Analyst Research,Final,,howmet.com,Imported from Batch_20260118_Batch11.md
HT HACKNEY,Commercial Services,Grocery Wholesalers,424410,AI Analyst Research,Final,,hthackney.com,Imported from Batch_20260118_Batch11.md
HT HACKNEY WV,Commercial Services,Grocery Wholesalers,424410,AI Analyst Research,Final,,hthackney.com,Imported from Batch_20260118_Batch11.md
HTI LOGISTICS,Commercial Services,Freight Logistics,488510,AI Analyst Research,Final,,hti-logistics.com,Imported from Batch_20260118_Batch11.md
HUBBARD CINCINNATI,Commercial Services,Radio Broadcasting,516110,AI Analyst Research,Final,,hubbardcincinnati.com,Imported from Batch_20260118_Batch11.md
HUBER ENGINEERED WOODS,Manufacturing,Wood Product Mfg,321219,AI Analyst Research,Final,,huberwood.com,Imported from Batch_20260118_Batch11.md
HUBER GENERAL CONTRACTING,Construction,General contractor & building maintenance services,236220,AI Analyst Research,Final,,hubergc.com,Imported from Batch_20260118_Batch11.md
HUDAWN,Construction,"Commercial general contractor (tenant finish/build-outs, remodels)",236220,AI Analyst Research,Final,,hudawnconstruction.com,Imported from Batch_20260118_Batch11.md
HUEBER BROTHERS,Construction,Custom home builder,236115,AI Analyst Research,Final,,hueberhomes.com,Imported from Batch_20260118_Batch11.md
HVAC TECHNOLOGIES,Commercial Services,HVAC e-commerce & contractor platform,454110,AI Analyst Research,Final,,hvactechnologies.com,Imported from Batch_20260118_Batch11.md
HYDRONIC AND STEAM EQUIPMENT,Commercial Services,Heating/plumbing/industrial process equipment distributor,423720,AI Analyst Research,Final,,hydstm.com,Imported from Batch_20260118_Batch11.md
HYLANT GROUP,Financial Services,Insurance broker & risk management consulting,524210,AI Analyst Research,Final,,hylant.com,Imported from Batch_20260118_Batch11.md
I HERB,Commercial Services,Online vitamins & supplements retailer (iHerb),454110,AI Analyst Research,Final,,iherb.com,Imported from Batch_20260118_Batch11.md
I3 INVESTORS,Commercial Real Estate,Investment/property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
IDEALEASE,Commercial Services,Commercial truck leasing & rental,532120,AI Analyst Research,Final,,idealease.com,Imported from Batch_20260118_Batch11.md
IDI COMPOSITES,Manufacturing,Thermoset molding compounds (BMC/SMC) manufacturing,325211,AI Analyst Research,Final,,idicomposites.com,Imported from Batch_20260118_Batch11.md
IDI GAZELEY,Commercial Real Estate,Industrial real estate/logistics,5311,Entity Inference,Final,,,Imported from Batch4.md
IENJOY HOME,Manufacturing,Bedding & home textiles (brand/wholesale/manufacturing),314120,AI Analyst Research,Final,,ienjoyhome.com,Imported from Batch_20260118_Batch11.md
IKRON,Manufacturing,Industrial Automation & Material Handling Systems,333,AI Analyst Research,Final,,https://ikroncorp.com,Imported from Batch_20260118_Batch14.md
IMAGINE SCHOOLS,Public Schools (K–12),Charter school network,6111,Entity Inference,Final,,,Imported from Batch4.md
IMPACT SERVICE GROUP,Commercial Services,Facility Services & Building Maintenance,561,AI Analyst Research,Final,,https://impactsg.com,Imported from Batch_20260118_Batch14.md
IN MOTION ORTHOPADEICS,Healthcare / Senior Living,Orthopedic Medical Practice,621,AI Analyst Research,Final,,https://inmotionoc.com,Imported from Batch_20260118_Batch14.md; resolved 'IN MOTION ORTHOPAEDICS' -> 'IN MOTION ORTHOPADEICS'
INDEX,Commercial Services,Digital Marketing & Advertising Services,5418,AI Analyst Research,Final,,https://indexagency.com,Imported from Batch_20260118_Batch14.md
INDIA BAZAAR,Commercial Services,Ethnic Grocery Retail,445,Heuristic + Location,Final,,,Imported from Batch_20260118_Batch14.md
INDIANA PODIATRY GROUP,Healthcare / Senior Living,Podiatric Medical Practice,621,AI Analyst Research,Final,,https://www.indianapodiatrygroup.com,Imported from Batch_20260118_Batch14.md
INDIANA SPINE GROUP MUNCIE,Healthcare / Senior Living,Spine & Pain Management Clinic,621,AI Analyst Research,Final,,https://indianaspinegroup.com,Imported from Batch_20260118_Batch14.md
INDOOR TENNIS CLUB,Commercial Services,Indoor Sports & Recreation Facility,713,Heuristic + Location,Final,,,Imported from Batch_20260118_Batch14.md
INDUSTRIAL SORTING SERVICES,Commercial Services,Industrial Inspection & Sorting Services,561,AI Analyst Research,Final,,https://www.industrialsorting.com,Imported from Batch_20260118_Batch14.md
INDUSTRY PRODUCTS,Manufacturing,Industrial Components & Fabricated Products,332,Heuristic + Location,Final,,,Imported from Batch_20260118_Batch14.md
INDYLEX,Commercial Services,Testing services,6117,Entity Inference,Final,,,Imported from Batch3.md; unresolved master canonical 'INDYLEX'
INFINITI PLASTICS AND ENGINEERING,Manufacturing,Precision Plastics & Engineered Components,326,AI Analyst Research,Final,,https://www.infinitiplastics.com,Imported from Batch_20260118_Batch14.md
